Retailer_ID,Product_name,Product_description,Grammage,UPC,Ingredients,Warning,Product_sku,Brand,Rating,Review,Image_url,Retailer_URL,Selling_price
,Benadryl Allergy Relief Liquid Cherry,"Give your child effective relief from common allergy symptoms with Children's Benadryl Allergy Liquid. Containing 12.5 milligrams of the antihistamine diphenhydramine HCl per teaspoon (5 mL), this kids' liquid allergy medication relieves symptoms due to upper respiratory allergies, including runny nose, sneezing, itchy nose, itchy throat, and itchy, watery eyes. Available in a kid-friendly cherry flavor, this children's allergy relief syrup is alcohol-free and is intended for ages 6 to 11. Help alleviate your child's indoor and outdoor allergy symptoms with the brand moms turn to first when they first treat their children's upper respiratory allergies.
Children's Benadryl Allergy Liquid Medicine in cherry flavor for allergy symptom relief.
Kids' medicine temporarily relieves symptoms due to hay fever and other upper respiratory allergies.
Contains 12.5 mg diphenhydramine HCl per dose to alleviate your child's allergy symptoms.
Antihistamine provides relief from runny nose; sneezing; and itchy eyes, nose and throat.
Intended for children ages 6 to 11, Benadryl allergy medicine for kids is alcohol-free.
This allergy medication comes in a kid-friendly cherry flavor with a convenient dosing cup.
Give your child's allergies a time out with this specially formulated allergy medicine for kids.
Get allergy relief from the brand moms turn to first when treating their children's allergies.
Questions or comments? Call 1-877-717-2824 or 215-273-8755 (collect)
Find right dose below.
mL = milliliter; tsp = teaspoonful.
Take every 4 to 6 hours, or as directed by a doctor.
Do not take more than 6 doses in 24 hours.
Children under 2 years: do not use.
Children 2 to 5 years: do not use unless directed by a doctor.
Children 6 to 11 years: 5 mL to 10 mL.
Attention:
use only enclosed dosing cup specifically designed for use with this product. Do not use any other dosing device.
Other information:
Each 5 mL contains
: sodium 14 mg.
Store between 20-25C (68-77F). Protect from light. Store in outer carton until contents used.
Temporarily relieves these symptoms due to hay fever or other upper respiratory allergies:
Runny nose
Sneezing
Itchy, watery eyes
Itching of the nose or throat
©Johnson & Johnson",4.0 fl oz,35058053404,['Diphenhydramine HCl (12.5 mg) (Antihistamine)'],"Do not use:
To make a child sleepy.
With any other product containing diphenhydramine, even one used on skin.
Ask a doctor before use if the child has:
A breathing problem such as chronic bronchitis.
Glaucoma.
A sodium-restricted diet.
Ask a doctor or pharmacist before use if the child is
taking sedatives or tranquilizers.
When using this product:
Marked drowsiness may occur.
Sedatives and tranquilizers may increase drowsiness.
Excitability may occur, especially in children.
Keep out of reach of children.
In case of overdose, get medical help or contact a Poison Control Center right away. (1-800-222-1222)",sku4123199,Benadryl,4.7,219,"['https://pics.walgreens.com/prodimg/446776/450.jpg', 'https://pics.walgreens.com/prodimg/446776/2_450.jpg', 'https://pics.walgreens.com/prodimg/446776/3_450.jpg', 'https://pics.walgreens.com/prodimg/446776/4_450.jpg', 'https://pics.walgreens.com/prodimg/446776/5_450.jpg', 'https://pics.walgreens.com/prodimg/446776/6_450.jpg', 'https://pics.walgreens.com/prodimg/446776/7_450.jpg', 'https://pics.walgreens.com/prodimg/446776/8_450.jpg', 'https://pics.walgreens.com/prodimg/446776/9_450.jpg', 'https://pics.walgreens.com/prodimg/446776/10_450.jpg', 'https://pics.walgreens.com/prodimg/446776/11_450.jpg']",,9.99
,Benadryl Liqui-Gels Antihistamine Allergy Medicine,"Allergies can hit fast. Get powerful relief with Benadryl Dye-Free Liqui-Gels Antihistamine Allergy Medicine that temporarily relieves the allergy symptoms associated with hay fever or other upper respiratory allergies caused by common allergens such as pollen, dust mites, mold and pet dander, as well as symptoms of the common cold. Free of dyes, each of these liquid gels contains 25 mg of the antihistamine diphenhydramine HCl to temporarily treat allergy symptoms such as sneezing, runny nose, itchy nose or throat, and itchy, watery eyes, and cold symptoms such as sneezing and runny nose. Effective relief day or night, this allergy medicine is safe and effective, when used as directed, and has a dye-free formula. From a doctor recommended brand, Benadryl liquid capsules are intended for adults and children ages six and up to relieve indoor and outdoor allergy symptoms and cold symptoms.
Take every 4 to 6 hours.
Do not take more than 6 doses in 24 hours.
Adults and children 12 years and over: 1 to 2 capsules.
Children 6 to under 12 years: 1 capsule Children under 6 years: do not use this product in children under 6 years of age.
Other information:
Store between 20-25 C (68-77 F). Avoid high humidity and excessive heat. Protect from light.
Do not use if blister unit is torn or broken.
Temporarily relieves these symptoms due to hay fever or other upper respiratory allergies:
Runny nose.
Sneezing.
Itchy, watery eyes.
Itching of the nose or throat.
Temporarily relieves these symptoms due to the common cold:
Runny nose.
Sneezing.
©Johnson & Johnson",48.0 ea,30045059548,['Diphenhydramine HCl - 25 mg (Antihistamine)'],"Important: Read all product information before using. Keep this box for important information.
Do Not Use:
To make a child sleepy.
With any other product containing diphenhydramine, even one used on skin.
Ask a doctor before use if you have:
A breathing problem such as emphysema or chronic bronchitis.
Glaucoma.
Trouble urinating due to an enlarged prostate gland.
Ask a doctor or pharmacist before use if you are
taking sedatives or tranquilizers.
When using this product:
Marked drowsiness may occur.
Avoid alcoholic drinks.
Alcohol, sedatives, and tranquilizers may increase drowsiness.
Be careful when driving a motor vehicle or operating machinery.
Excitability may occur, especially in children.
If pregnant or breast-feeding,
ask a health professional before use.
Keep out of reach of children.
In case of overdose, get medical help or contact a Poison Control Center right away.",400665161,Benadryl,4.6,154,"['https://pics.walgreens.com/prodimg/665161/450.jpg', 'https://pics.walgreens.com/prodimg/665161/2_450.jpg', 'https://pics.walgreens.com/prodimg/665161/3_450.jpg', 'https://pics.walgreens.com/prodimg/665161/4_450.jpg']",,13.99
,Sudafed 12 Hour Sinus Pressure + Pain Relief Sinus Decongestant,"Sudafed Sinus 12 Hour Pressure + Pain Non-Drowsy Extended-Release Caplets
These decongestant caplets help relieve sinus pain, pressure and nasal congestion
Each tablet contains 220 mg of naproxen sodium, an effective pain reliever & fever reducer
Formulated with 120 mg of pseudoephedrine HCl for long-lasting sinus and nasal congestion relief
Helps relieve other cold, sinus & flu symptoms such as headache, fever & minor body aches & pains
The powerful non-drowsy formula provides 12 hours of strong, effective multi-symptom relief
Powerful congestion relief from the #1 pharmacist recommended brand among oral OTC decongestants
Sudafed Sinus 12 Hour Pressure + Pain Non-Drowsy Caplets provide powerful sinus pressure, congestion and headache relief. From the #1 pharmacist recommended brand among oral OTC decongestants, each extended-release caplet contains 220 mg of naproxen sodium, an NSAID pain reliever and fever reducer, and 120 mg of pseudoephedrine HCl, a nasal decongestant for effective congestion relief. These non-drowsy tablets also help relieve other cold, sinus and flu symptoms, such as headache, fever, sinus pressure, congestion and minor body aches and pains. This decongestant & pain relief medicine can be used by adults and children ages 12 years and older for 12-hour relief from sinus congestion, pressure and headache.
Questions or comments?
call
1-888-217-2117
(toll-free) or
215-273-8755
(collect)
Made in United States.
Do not take more than directed
The smallest effective dose should be used
Swallow whole; do not crush or chew
Drink a full glass of water with each dose
Adults and children 12 years and older:
1 caplet every 12 hours
Do not take more than 2 caplets in 24 hours
Children under 12 years: do not use
Other information:
Each caplet contains:
sodium 21 mg
Store at 20-25C (68-77F)
Store in a dry place
©Johnson and Johnson",16.0 ea,30045035816,"['Naproxen Sodium (Naproxen 200 mg) (NSAID) - 220 mg (Pain Reliever/Fever Reducer)', 'Pseudoephedrine HCI, extended-release - 120 g (Nasal decongestant)']","Allergy alert:
Naproxen sodium may cause a severe allergic reaction, especially in people allergic to aspirin. Symptoms may include:
Hives
Facial swelling
Asthma (wheezing)
Shock
Skin reddening
Rash
Blisters
If an allergic reaction occurs, stop use and seek medical help right away.
Stomach bleeding warning:
This product contains an NSAID, which may cause severe stomach bleeding. The chance is higher if you:
Are age 60 or older
Have had stomach ulcers or bleeding problems
Take a blood thinning (anticoagulant) or steroid drug
Take other drugs containing prescription or nonprescription NSAIDs (aspirin, ibuprofen, naproxen, or others)
Have 3 or more alcoholic drinks every day while using this product
Take more or for a longer time than directed
Heart attack and stroke warning:
NSAIDS, except aspirin, increase the risk of heart attack, heart failure, and stroke. These can be fatal. The risk is higher if you use more than directed or for longer than directed.
Do not use
If you have ever had an allergic reaction to any other pain reliever/fever reducer
Right before or after heart surgery
If you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric, or emotional conditions, or Parkinson's disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product.
In children under 12 years of age
Ask a doctor before use if
The stomach bleeding warning applies to you
You have a history of stomach problems, such as heartburn
You have high blood pressure, heart disease, liver cirrhosis, kidney disease, asthma, thyroid disease, diabetes, have trouble urinating due to an enlarged prostate gland, or had a stroke
You are taking a diuretic
You have problems or serious side effects from taking pain relievers or fever reducers
Ask a doctor or pharmacist before use if you are
Under a doctor's care for any serious condition
Taking any other drug
When using this product
Take with food or milk if stomach upset occurs
Stop use and ask a doctor if
You experience any of the following signs of stomach bleeding:
Feel faint
Vomit blood
Have bloody or black stools
Have stomach pain that does not get better
You have symptoms of heart problems or stroke:
Chest pain
Trouble breathing
Weakness in one part or side of body
Slurred speech
Leg swelling
Redness or swelling is present in the painful area
Any new symptoms appear
Fever gets worse or lasts more than 3 days
You have difficulty swallowing or the caplet feels stuck in your throat
You get nervous, dizzy, or sleepless
Nasal congestion lasts more than 7 days
If pregnant or breast-feeding
, ask a health professional before use. It is especially important not to use naproxen sodium during the last 3 months of pregnancy unless definitely directed to do so by a doctor because it may cause problems in the unborn child or complications during delivery.
Keep out of reach of children.
In case of overdose, get medical help or contact a Poison Control Center right away. (1-800-222-1222)
Temporary relieves these cold, sinus, & flu symptoms:  sinus pressure, minor body aches & pains, headache, nasal & sinus congestion (promotes sinus drainage & restores freer breathing through nose) & fever.",sku6000234,Sudafed,4.5,141,"['https://pics.walgreens.com/prodimg/222155/450.jpg', 'https://pics.walgreens.com/prodimg/222155/2_450.jpg', 'https://pics.walgreens.com/prodimg/222155/3_450.jpg']",,15.99
,Allegra-D 12 Hour Allergy and Congestion Relief Tablets Non-Drowsy,"For your worst allergy and congestion symptoms, nothing works faster* than Allegra-D Allergy & Congestion Relief Tablets. Allegra-D tablets start working in 45 minutes for relief from sneezing, runny nose, itchy and watery eyes, itchy nose or throat, plus nasal and sinus congestion, and sinus pressure. One pill provides 12-hour allergy and congestion relief that doesn't make you drowsy. Each tablet is formulated with two active ingredients, fexofenadine HCI which is a non drowsy antihistamine, and pseudoephedrine, the most powerful congestion relief ingredient available. Find available Allegra-D in store only, for fast*, effective allergy relief from indoor and outdoor allergens like pollen, ragweed, grass, trees, dust, mold, and pet dander.
*Starts working in 45 minutes.
INCLUDES: One (1) 20-count pack of Allegra D 12-Hour Allergy and Congestions Relief Tablets, Non-Drowsy Allergy Medicine
12-HOUR RELIEF: Take up to two pills per day for round-the-clock relief from nasal congestion and your worst allergy symptoms
NON-DROWSY: Formulated with active ingredient pseudoephedrine, the most powerful decongestant relief ingredient, and fexofenadine, a non-drowsy antihistamine
FAST-ACTING: Allegra D 12-hour allergy medicine starts working in 45 minutes for relief from sneezing, runny nose, itchy and watery eyes,  itchy nose or throat, sinus pressure, and nasal congestion
INDOOR & OUTDOOR ALLERGIES: Use Allegra D for seasonal outdoor and indoor allergens like pollen, ragweed, grass, trees, dust, mold, and pet dander
IN-STORE ONLY: This item is available in-store at the pharmacy; not available online
ALLERGIST RECOMMENDED: Allegra is the No. 1 allergist-recommended non-drowsy brand among oral antihistamines and decongestant combination products
Do not divide, crush, chew or dissolve the tablet; swallow tablet whole.
Adults and children 12 years of age and over: take 1 tablet with a glass of water every 12 hours on an empty stomach; do not take more than 2 tablets in 24 hours.
Children under 12 years of age: Do not use.
Adults 65 years of age and older: Ask a doctor.
Consumers with kidney disease: Ask a doctor.
Temporarily relieves these symptoms due to hay fever or other upper respiratory allergies:
runny nose
sneezing
itchy, watery eyes
itching of the nose or throat
Temporarily relieves nasal congestion due to the common cold, hay fever or other upper respiratory allergies
Reduces swelling of nasal passages
Temporarily relieves sinus congestion and pressure
Temporarily restores freer breathing through the nose
© 2016 Chattem, Inc.",20.0 ea,04116743104,"['Fexofenadine HCl - 60 mg (Antihistamine)', 'Pseudoephedrine HCl - 120 mg (Nasal Decongestant)']","Do not use:
If you have ever had an allergic reaction to this product or any of its ingredients
If you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric, or emotional conditions, or Parkinson's disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product.
If you have difficulty swallowing
Ask a doctor before use if you have:
Heart disease
Thyroid disease
Glaucoma
High blood pressure
diabetes
Trouble urinating due to an enlarged prostate gland
Kidney disease.
Your doctor should determine if you need a different dose.
When using this product:
Do not take more than directed
Do not take at the same time as aluminum or magnesium antacids
Do not take with fruit juices (see Directions)
The tablet coating may be seen in the stool (this is normal). Continue to take as directed (see Directions).
Stop use and ask a doctor if:
An allergic reaction to this product occurs. Seek medical help right away.
Symptoms do not improve within 7 days or are accompanied by a fever
You get nervous, dizzy or sleepless
If pregnant or breast-feeding, ask a health professional before use.
Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away.
Other information:
Safety sealed: Do not use if carton is opened or if individual blister units are torn or opened
Store between 20 and 25 C (68 and 77 F)
Temporarily relieves these symptoms due to hay fever or other upper respiratory allergies:
runny nose
sneezing
nasal congestion
itchy, watery eyes
itching of the nose or throat
Reduces swelling of nasal passages
Temporarily relieves sinus congestion and pressure
Temporarily restores freer breathing through the nose",sku6050102,Allegra-D,4.7,90,"['https://pics.walgreens.com/prodimg/322184/450.jpg', 'https://pics.walgreens.com/prodimg/322184/2_450.jpg', 'https://pics.walgreens.com/prodimg/322184/3_450.jpg', 'https://pics.walgreens.com/prodimg/322184/4_450.jpg', 'https://pics.walgreens.com/prodimg/322184/5_450.jpg', 'https://pics.walgreens.com/prodimg/322184/6_450.jpg', 'https://pics.walgreens.com/prodimg/322184/7_450.jpg']",,25.99
,Claritin-D 24 Hour Antihistamine Tablets,"Claritin-D 24 HR Allergy Relief, Antihistamine tablets provide fast, powerful relief from allergy symptoms for up to 24 hours. With a non-drowsy formula containing loratadine, a potent antihistamine, and pseudoephedrine, a decongestant, this allergy medicine offers dual-action relief from symptoms such as sneezing, runny nose, itchy and watery eyes, itchy nose or throat, sinus pressure and nasal congestion. Fast-acting and long-lasting allergy relief.
Claritin-D 24 HR Fast & Powerful Allergy Relief, Antihistamine tablets provide fast-acting and long-lasting relief from allergy symptoms, including sneezing, runny nose, itchy and watery eyes, itchy nose and throat, sinus pressure and nasal congestion.
With a non-drowsy formula containing loratadine and pseudoephedrine, Claritin-D 24 HR offers dual-action relief from symptoms caused by indoor and outdoor allergens.
Claritin-D 24 HR Allergy Relief, breathe more freely.
Ask for Claritin D at the pharmacy counter.
Here's what you need to know about buying it:
You can get Claritin-D at the pharmacy counter without a prescription in most states except Oregon.
Just ask a pharmacist for assistance.
If you're in the allergy aisle and you see the Claritin-D product card, bring it to the pharmacy counter.
You will need to provide your identification before purchase.
Do not divide, crush, chew or dissolve the tablet.
Adults and children 12 years and over, 1 tablet daily with a full glass of water, not more than 1 tablet in 24 hours.
Children under 12 years of age, ask a doctor.
Consumers with liver or kidney disease, ask a doctor.
Temporarily relieves these symptoms due to hay fever or other upper respiratory allergies: sneezing, itchy, watery eyes, runny nose, itching of the nose or throat.
Temporarily relieves nasal congestion due to the common cold, hay fever or other upper respiratory allergies.
Reduces swelling of nasal passages, temporarily relieves sinus congestion and pressure, temporarily restores freer breathing through the nose.
©Bayer",10.0 ea,04110081086,"['Loratadine - 10 mg (Antihistamine)', 'Pseudoephedrine Sulfate - 240 mg (Nasal Decongestant)']","DO NOT USE if you have ever had an allergic reaction to this product or any of its ingredients
ASK A DOCTOR BEFORE USE IF YOU HAVE liver or kidney disease. Your doctor should determine if you need a different dose.
WHEN USING THIS PRODUCT do not take more than directed. Taking more than directed may cause drowsiness.
STOP USE AND ASK A DOCTOR IF an allergic reaction to this product occurs. Seek medical help right away.
IF PREGNANT OR BREAST-FEEDING, ask a health professional before use.
KEEP OUT OF REACH OF CHILDREN. In case of overdose, get medical help or contact a Poison Control Center right away.",sku6213615,Claritin-D,4.4,1001,"['https://pics.walgreens.com/prodimg/533638/450.jpg', 'https://pics.walgreens.com/prodimg/533638/2_450.jpg', 'https://pics.walgreens.com/prodimg/533638/3_450.jpg', 'https://pics.walgreens.com/prodimg/533638/4_450.jpg', 'https://pics.walgreens.com/prodimg/533638/5_450.jpg', 'https://pics.walgreens.com/prodimg/533638/6_450.jpg', 'https://pics.walgreens.com/prodimg/533638/7_450.jpg']",,19.99
,Walgreens 12 Hour Nasal Decongestant D Sinus Coated Caplets Maximum Strength,"Compare to Sudafed Sinus Congestion 12 Hour active ingredient
Non-drowsy
12 hour
Sinus pressure & congestion
Gluten free
100% satisfaction guaranteed
Adults and children 12 years and over: take 1 tablet every 12 hours; do not take more than 2 tablets in 24 hours.
Children under 12 years: do not use this product in children under 12 years of age.
Temporarily relieves nasal congestion due to the common cold, hay fever or other upper respiratory allergies. Also temporarily relieves sinus congestion and pressure.
©Walgreen Co.",20.0 EA,31191710310,['Pseudoephedrine HCl - 120 mg (Nasal Decongestant)'],"Do not use if you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric, or emotional conditions, or Parkinson's disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product.
Ask a doctor before use if you have: heart disease; high blood pressure; thyroid disease; diabetes; trouble urinating due to an enlarged prostate gland.
When using this product do not exceed recommended dosage.
Stop use and ask a doctor if: nervousness, dizziness, or sleeplessness occur; symptoms do not improve within 7 days or occur with a fever.
If pregnant or breast-feeding, ask a health professional before use.
Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away. (1-800-222-1222)",sku5354784,Walgreens,4.1,10,"['https://pics.walgreens.com/prodimg/419815/450.jpg', 'https://pics.walgreens.com/prodimg/419815/2_450.jpg', 'https://pics.walgreens.com/prodimg/419815/3_450.jpg', 'https://pics.walgreens.com/prodimg/419815/4_450.jpg', 'https://pics.walgreens.com/prodimg/419815/5_450.jpg', 'https://pics.walgreens.com/prodimg/419815/6_450.jpg', 'https://pics.walgreens.com/prodimg/419815/7_450.jpg', 'https://pics.walgreens.com/prodimg/419815/8_450.jpg']",,11.99
,Walgreens 24 Hour Allergy Relief Loratadine Tablets,"Compare to Claritin Tablets active ingredient. With non-drowsy allergy relief from Wal-itin 24 Hour Allergy Loratadine Tablets 10 mg, you can stop sniffling and enjoy spring without the dreaded symptoms of seasonal allergies. Pet dander, mold or dust? No problem. One dose provides all day, 24-hour relief of sneezing, runny nose, itchy or watery eyes, and itchy throat or nose from indoor or outdoor allergens. The active ingredient is loratadine 10 mg, a powerful antihistamine in original prescription strength. Get allergy relief without the sleepiness. These tablets won’t make you drowsy when taken as directed. For adults and children 6 years and over. This allergy product is gluten free.
Active Ingredient: The active ingredient is Loratadine 10 mg, an antihistamine. Compare to the active ingredient in Claritin.
24 Hour Allergy Relief: One dose of Wal-itin works for a full 24 hours to relieve your aggravating allergy symptoms.
Original Prescription Strength: Get strong symptom relief without the sleepiness, when taken as directed. This trusted allergy medicine comes in full prescription strength.
Antihistamine: This histamine blocker temporarily relieves symptoms due to hay fever or other upper respiratory allergies: sneezing, runny nose, itching of the nose or throat and itchy, watery eyes.
Non-Drowsy: When taken as directed, this allergy medicine will help your runny nose and other common allergy symptoms without making you feel drowsy.
Adults and children 6 years and over: 1 tablet daily; not more than 1 tablet in 24 hours. Children under 6 years of age: ask a doctor. Consumers with liver or kidney disease: ask a doctor.
Temporarily relieves these symptoms due to hay fever or other respiratory allergies: runny nose; itchy, watery eyes; sneezing; itching of the nose or throat.
©
Walgreen Co.",30.0 ea,31191704514,['Loratadine - 10 mg (Antihistamine)'],"Do not use if you have ever had an allergic reaction to this product or any of its ingredients. Ask a doctor before use if you have liver or kidney disease. Your doctor should determine if you need a different dose. When using this product do not take more than directed. Taking more than directed may cause drowsiness. Stop use and ask a doctor if an allergic reaction to this product occurs. Seek medical help right away. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away. (1-800-222-1222).",400671381,Walgreens,4.1,8,"['https://pics.walgreens.com/prodimg/671381/450.jpg', 'https://pics.walgreens.com/prodimg/671381/2_450.jpg', 'https://pics.walgreens.com/prodimg/671381/3_450.jpg', 'https://pics.walgreens.com/prodimg/671381/4_450.jpg', 'https://pics.walgreens.com/prodimg/671381/5_450.jpg']",,18.99
,Walgreens Free & Pure 24 Hour Allergy Relief Loratadine Dye-Free Tablets,"NON-DROWSY*
Loratadine Tablets, USP 10 mg
24 Hour
INDOOR & OUTDOOR ALLERGIES
Relief of:
Sneezing
Runny Nose
Itchy, Watery Eyes
Itchy Nose or Throat
*When taken as directed. See Drug Facts Panel
Made in INDIA
adults and children 6 years and over
1 tablet daily; not more than 1 tablet in 24 hours
children under 6 years of age
ask a doctor
consumers with kidney disease
ask a doctor
temporarily relieves these symptoms due to hay fever or other upper respiratory allergies:
runny nose
itchy, watery eyes
sneezing
itching of the nose or throat
safety sealed: do not use if imprinted foil under bottle cap is opened or torn.
store between 20 degrees  and 25 degrees C (68 degrees  and 77 degrees F)",20.0 ea,31191704126,['Loratadine - 10 mg (Antihistamine)'],"Do not use if you have ever had an allergic reaction to this product or any of its ingredients.
Ask a doctor before use if you have liver or kidney disease. Your doctor should determine if you need a different dose.
When using this product do not take more than directed. Taking more than directed may cause drowsiness.
Stop use and ask a doctor if an allergic reaction to this product occurs. Seek medical help right away.
If pregnant or breast-feeding, ask a health professional before use.
Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away.",400673544,Walgreens Free & Pure,3.0,3,"['https://pics.walgreens.com/prodimg/673544/450.jpg', 'https://pics.walgreens.com/prodimg/673544/2_450.jpg', 'https://pics.walgreens.com/prodimg/673544/3_450.jpg', 'https://pics.walgreens.com/prodimg/673544/4_450.jpg', 'https://pics.walgreens.com/prodimg/673544/5_450.jpg', 'https://pics.walgreens.com/prodimg/673544/6_450.jpg', 'https://pics.walgreens.com/prodimg/673544/7_450.jpg', 'https://pics.walgreens.com/prodimg/673544/8_450.jpg']",,15.99
,Walgreens 24 Hour Children's Allergy Relief Cetirizine Oral Solution Grape,"Compare to the active ingredient in Children's Zyrtec^^
Dye Free. Sugar Free. Alcohol Free.
24-hour relief of sneezing; runny nose; itchy, watery eyes & itchy throat or nose
Indoor & outdoor allergies. Gluten free.
Walgreens Pharmacist Recommended^
Learn more about Walgreens brand products
^Our pharmacists recommend the Walgreens brand. We invite you to compare to national brands.
^^This product is not manufactured or distributed by McNeil Consumer Healthcare, Division of McNeil-PPC, Inc., distributor of Children's Zyrtec.
**Satisfaction Guarantee valid on Walgreens owned brand products only.
100% satisfaction guaranteed
Use only with enclosed dosing cup
Find right dose on chart below
mL = milliliter
Adults and children 6 years and over: 5 mL or 10 mL once daily depending upon severity of symptoms; do not take more than 10 mL in 24 hours.
Adults 65 years and over: 5 mL once daily; do not take more than 5 mL in 24 hours.
Children 2 to under 6 years of age: 2.5 mL once daily. If needed, dose can be increased to a maximum of 5 mL once daily or 2.5 mL every 12 hours. Do not give more than 5 mL in 24 hours.
Children under 2 years of age: ask a doctor.
Consumers with liver or kidney disease: ask a doctor.
Store between 20-25 degrees C (68-77 degrees F)
Do not use if carton is opened, or if printed neckband is broken or missing
See bottom panel for lot number and expiration date
Dosing cup should be washed and left to air dry after each use.
©2021 Walgreen Co.",8.0 fl oz,31191717958,['Cetirizine HCl - 5 mg (Antihistamine)'],"Do not use
if you have ever had an allergic reaction to this product or any of its ingredients or to an antihistamine containing hydroxyzine.
Ask a doctor before use if you have
liver or kidney disease. Your doctor should determine if you need a different dose.
Ask a doctor or pharmacist before use if you are
taking tranquilizers or sedatives.
When using this product
Drowsiness may occur
Avoid alcoholic drinks
Alcohol, sedatives, and tranquilizers may increase drowsiness
Be careful when driving a motor vehicle or operating machinery.
Stop use and ask a doctor if
an allergic reaction to this product occurs. Seek medical help right away.
If pregnant or breast-feeding:
If breast-feeding: not recommended
If pregnant: ask a health professional before use.
Keep out of reach of children
. In case of overdose, get medical help or contact a Poison Control Center right away. (1-800-222-1222)
Temporarily relieves these symptoms due to hay fever or other respiratory allergies:
Runny nose
Sneezing
Itchy, watery eyes
Itching of the nose or throat",sku6246119,Walgreens,4.7,252,"['https://pics.walgreens.com/prodimg/573171/450.jpg', 'https://pics.walgreens.com/prodimg/573171/2_450.jpg', 'https://pics.walgreens.com/prodimg/573171/3_450.jpg', 'https://pics.walgreens.com/prodimg/573171/4_450.jpg', 'https://pics.walgreens.com/prodimg/573171/5_450.jpg', 'https://pics.walgreens.com/prodimg/573171/6_450.jpg', 'https://pics.walgreens.com/prodimg/573171/7_450.jpg', 'https://pics.walgreens.com/prodimg/573171/8_450.jpg']",,17.99
,Zarbee's Soothing Saline Nasal Mist With Aloe For All Ages Fragrance-Free,"Zarbee's Soothing Saline Nasal Mist with aloe works quickly to clear out & moisturize noses
Saline spray for all ages with soothing aloe quickly works to soothe & moisturize nasal passages
Moisturizing nose spray loosens mucus, clears nasal passages, & flushes out environmental irritants
Saline mist spray for dry nasal passages is gentle for all ages, babies 0 months+ & safe for the whole family
Mist with sodium chloride, also known as salt, that forms a saline solution when mixed with water
Sterile saline mist is free of drugs, alcohol, parabens, sulfates, phosphates, & phthalates
Sterile nostril spray is safe & gentle for frequent use to quickly flush out environmental irritants
Insert nozzle into nostril & dispense until spray fills passage & drains; repeat for second nostril
Quickly clear out & moisturize noses with Zarbee's Soothing Saline Nasal Mist with Aloe suitable for all ages. Our moisturizing nasal mist is formulated with safe ingredients, & gentle enough for babies 0 months+, kids, & adults too. This sterile saline spray is made from carefully selected ingredients inspired by nature & is formulated free of drugs, alcohol, preservatives, parabens, sulfates, phosphates, & phthalates. The soothing nasal mist is safe & gentle for frequent use & contains sodium chloride, better known as salt, which forms a saline solution when mixed with water that helps loosen mucus, clear nasal passages, & flush out environmental irritants. The saline mist is activated by gently pressing down the white actuator. To quickly flush, irrigate, soothe & moisturize nasal passages, tilt head to the side over the sink & insert nozzle into one nostril. Depress the actuator until the saline mist fills the passage until excess fluid flows out; repeat with second nostril
Made in USA
1-877-528-0420
The saline mist is activated by pressing down gently on the white actuator. To flush and irrigate nasal passages, tilt the user's head to the side over the sink. Insert nozzle into one nostril. Depress actuator until the saline mist begins to fill nasal passages. Continue to depress the actuator until excess fluid flows out of the nostril. Repeat process with second nostril. To moisturize dry nasal passages, insert nozzle into each nostril. Depress the actuator using 1 to 3 short, gentle bursts of moisturizing saline with aloe mist. Wipe nozzle clean after each use.
Use as often as needed. - moisturizes, cleanses and soothes dry nasal passages caused by low humidity, heated environments, air travel - helps loosen and cleanse nasal passages
©Zarbee's",3.0 FL OZ,85764700716,[],THE USE OF THIS DISPENSER BY MORE THAN ONE PERSON MAY SPREAD INFECTION. AVOID SPRAYING IN EYES. CONTENTS UNDER PRESSURE. DO NOT PUNCTURE OR INCINERATE. DO NOT STORE AT TEMPERATURE ABOVE 120 DEGREES FAHRENHEIT.,sku6313662,Zarbee's,4.6,193,"['https://pics.walgreens.com/prodimg/605527/450.jpg', 'https://pics.walgreens.com/prodimg/605527/2_450.jpg', 'https://pics.walgreens.com/prodimg/605527/3_450.jpg', 'https://pics.walgreens.com/prodimg/605527/4_450.jpg', 'https://pics.walgreens.com/prodimg/605527/5_450.jpg', 'https://pics.walgreens.com/prodimg/605527/6_450.jpg', 'https://pics.walgreens.com/prodimg/605527/7_450.jpg', 'https://pics.walgreens.com/prodimg/605527/8_450.jpg', 'https://pics.walgreens.com/prodimg/605527/9_450.jpg']",,9.79
