Url,Product_name,Grammage_quantity,Grammage_unit,Product_decsription,Currency,Regular_price,Image_url
https://www.almayaonline.com/chubs-sensitive-baby-wipes-40s,Chubs Sensitive Baby Wipes 40's,40,,"Continuing their commitment to sensitive skin care, Chubs offers the Sensitive Baby Wipes in a pack of 40 sheets. These wipes maintain the hypoallergenic formula, free from harsh chemicals or fragrances, ensuring a nurturing and mild cleansing experience. Crafted to be gentle and non-irritating, each wipe effectively cleanses while preserving the delicate balance of sensitive skin. The larger pack size of 40 sheets ensures a more extended supply, suitable for daily use at home or while traveling. Chubs prioritizes gentle care for sensitive skin, exemplified in these baby wipes.",AED,8.95,https://almayaproduction.s3-eu-north-1.amazonaws.com/0010454_6294000733295_550.jpeg
https://www.almayaonline.com/dermoviva-baby-olive-moisturising-lotion-500ml,Dermoviva Baby Olive Moisturising Lotion 500ml,500,ml,"Dermoviva Baby Olive Moisturising Lotion, available in a generous 500ml bottle, is a gentle and nourishing formulation designed to care for your baby's delicate skin. Enriched with the goodness of olive oil, this lotion offers deep moisturization, keeping your baby's skin soft, supple, and healthy. Crafted with utmost care and consideration for sensitive skin, this lotion provides a gentle, non-greasy formula that gets easily absorbed, leaving behind a protective layer that shields the skin from dryness and irritation. The natural properties of olive oil, known",AED,35.99,https://almayaproduction.s3-eu-north-1.amazonaws.com/0017700_6291069715002_550.jpeg
https://www.almayaonline.com/ensure-balanced-milk-powder-vanilla-850gm,Ensure Balanced Milk Powder Vanilla 850gm,850,gm,"Ensure Balanced Milk Powder Vanilla 850Gm Ensure Balanced Milk Powder Vanilla 850Gmensure Balanced Milk Powder Vanilla Is Formulated For Adults To Provide Balanced Nutrition. This 850Gm Container Offers Essential Nutrients To Support Overall Well-Being. Ensure Is A Trusted Brand For Adult Nutrition, Ensuring That You Get The Nutrition You Need In A Delicious Vanilla Flavor.",AED,56.95,https://almayaproduction.s3-eu-north-1.amazonaws.com/0010974_8710428018052_550.jpeg
https://www.almayaonline.com/fine-baby-easy-pull-up-pants-3x36s,Fine Baby Easy Pull-Up Pants 3X36's,3X36,,"Fine Baby Easy Pull-Up Pants 3X36's is a convenient bulk pack containing three packs of 36 disposable pull-up diapers, designed for easy use and superior comfort. These pants feature a soft, stretchable waistband for a snug fit, quick absorption to keep your baby dry, and breathable materials to protect against diaper rash, making them ideal for active babies and toddlers.",AED,44.95,https://almayaproduction.s3-eu-north-1.amazonaws.com/0021261_6294018808466_550.jpeg
https://www.almayaonline.com/gerber-baby-food-organic-pumpkin-banana-carrot-90gm,Gerber Baby Food Organic Pumpkin Banana Carrot 90gm,90,gm,"Gerber Baby Food Organic Pumpkin Banana Carrot 90Gm Gerber Baby Food Organic Pumpkin Banana Carrot Is A Nutritious Choice For Your Baby. This 90Gm Pack Contains A Delightful Blend Of Organic Pumpkin, Banana, And Carrot Puree, Offering Essential Vitamins And Minerals. It'S Suitable For Babies And Introduces Them To Exciting Vegetable Flavors. Gerber Ensures Top-Quality Organic Ingredients For Your Baby'S Nutrition. Enjoy A Wholesome Meal With Gerber Baby Food Organic Pumpkin Banana Carrot.",AED,11.99,https://almayaproduction.s3-eu-north-1.amazonaws.com/0011208_7613036727471_550.jpeg
https://www.almayaonline.com/gerber-nutri-puffs-organic-raspberry-banana-35gm,Gerber Nutri Puffs Organic Raspberry Banana 35gm,35,gm,"Gerber Nutri Puffs Organic Raspberry Banana 35Gm Delight Your Baby With Gerber Nutri Puffs Organic Raspberry Banana Snacks. These 35Gm Puffs Are Specially Crafted For Tiny Hands And Discerning Palates. Made From Organic Ingredients, They Provide A Blend Of Fruity Flavors And A Satisfying Crunch. Perfect For Babies Starting Their Snack Journey, These Puffs Offer A Convenient And Healthy Snacking Option.",AED,12.50,https://almayaproduction.s3-eu-north-1.amazonaws.com/0017593_7613037059816_550.jpeg
https://www.almayaonline.com/gerber-organic-baby-food-apple-puree-90gm-from-6-months,Gerber Organic Baby Food Apple Puree 90gm (From 6 Months),90,gm,"Gerber Organic Baby Food Apple Puree 90Gm (From 6 Months) Provide Your Baby With The Goodness Of Gerber Organic Apple Puree. Tailored For Babies From 6 Months Onwards, This 90Gm Jar Contains Pure Organic Apple Goodness. The Smooth And Creamy Texture Is Easy For Little Ones To Enjoy, Making It A Great Option For Introducing Fruit Into Their Diet. With Gerber, You'Re Giving Your Baby The Best Of Nature'S Flavors.",AED,12.50,https://almayaproduction.s3-eu-north-1.amazonaws.com/0011206_7613036067072_550.jpeg
https://www.almayaonline.com/gerber-organic-baby-food-mango-puree-90gm-from-6-months,Gerber Organic Baby Food Mango Puree 90gm (From 6 Months),90,gm,"Gerber Organic Baby Food Mango Puree 90Gm (From 6 Months) Introduce Your Baby To The Tropical Delight Of Gerber Organic Mango Puree. Designed For Babies From 6 Months And Up, This 90Gm Jar Is Bursting With The Natural Sweetness And Goodness Of Organic Mangoes. The Smooth Texture Ensures Easy Feeding, Making Mealtime A Delightful Experience For Both Parents And Babies. Trust Gerber For Quality And Flavor.",AED,11.75,https://almayaproduction.s3-eu-north-1.amazonaws.com/0011204_7613036067010_550.jpeg
https://www.almayaonline.com/hero-baby-apple-compote-4-months-125gm,Hero Baby Apple Compote 4+ Months 125gm,4,gm,"Hero Baby Apple Compote 4+ Months 125Gm Hero Baby Apple Compote Is A Nutritious And Delicious Treat For Babies Aged 4 Months And Above. This 125Gm Jar Contains Smooth And Pureed Apples, Providing Essential Vitamins And Natural Sweetness. It'S An Ideal Choice For Introducing Fruit To Your Baby'S Diet, Promoting Healthy Growth And Development. Hero Baby Ensures Quality And Taste In Every Jar. Make Mealtime Enjoyable With Hero Baby Apple Compote.",AED,7.95,https://almayaproduction.s3-eu-north-1.amazonaws.com/0011451_8690504550594_550.jpeg
https://www.almayaonline.com/hero-baby-banana-cereals-4-months-125gm,Hero Baby Banana Cereals 4+ Months 125gm,4,gm,"Hero Baby Banana Cereals 4+ Months 125Gm Hero Baby Banana Cereals Are Perfect For Babies Aged 4 Months And Above. This 125Gm Pack Contains Smooth And Nutritious Banana-Flavored Cereals. These Cereals Are A Great Choice For Introducing Solids To Your Baby'S Diet. They Are Fortified With Essential Vitamins And Minerals, Promoting Healthy Development. Hero Baby Ensures The Best Quality For Your Baby'S Nutrition.",AED,7.95,https://almayaproduction.s3-eu-north-1.amazonaws.com/0011454_8690504550587_550.jpeg
https://www.almayaonline.com/hero-baby-banana-mandarin-pear-6-months-130gm,Hero Baby Banana Mandarin Pear 6+ Months 130gm,6,gm,"Hero Baby Banana Mandarin Pear 6+ Months 130Gm Hero Baby Banana Mandarin Pear Is A Delightful Choice For Babies Aged 6 Months And Above. This 130Gm Pack Combines The Natural Sweetness Of Bananas, Mandarins, And Pears Into A Smooth Puree. It'S A Nutritious Option For Introducing New Flavors To Your Baby'S Diet. Hero Baby Ensures The Highest Quality Ingredients For Your Baby'S Nutrition. Enjoy Mealtime With Hero Baby Banana Mandarin Pear.",AED,7.99,https://almayaproduction.s3-eu-north-1.amazonaws.com/0011506_8690504550631_550.jpeg
https://www.almayaonline.com/hero-baby-biscuits-180gm,Hero Baby Biscuits 180gm,180,gm,"Hero Baby Biscuits 180Gm Hero Baby Biscuits Are A Tasty And Convenient Snack For Your Little One. This 180Gm Pack Contains Baby Biscuits That Are Specially Crafted For Babies. They Are Easy To Hold And Nibble On, Making Them Perfect For Little Hands. Hero Ensures Top-Quality Ingredients For Your Baby'S Nutrition. Enjoy Snack Time With Hero Baby Biscuits.",AED,19.95,https://almayaproduction.s3-eu-north-1.amazonaws.com/0011457_8410175057006_550.jpeg
https://www.almayaonline.com/hero-baby-food-strained-mixed-fruit-with-cereals-no-sugar-added-6-months-125gm,Hero Baby Food Strained Mixed Fruit With Cereals No Sugar Added 6 Months 125gm,6,gm,Hero Baby Food Strained Mixed Fruit With Cereals No Sugar Added 6 Months 125Gm Hero Baby Strained Mixed Fruit With Cereals Is A Wholesome Choice For Babies Aged 6 Months And Above. This 125Gm Jar Contains A Blend Of Mixed Fruits And Cereals With No Added Sugar. It Provides Essential Nutrients And Natural Fruit Sweetness. It'S Perfect For Introducing A Variety Of Flavors To Your Baby'S Diet. Hero Baby Ensures Top-Quality Ingredients For Your Baby'S Nutrition. Enjoy A Nutritious Meal With Hero Baby Mixed Fruit With Cereals.,AED,7.95,https://almayaproduction.s3-eu-north-1.amazonaws.com/0016388_8690504550723_550.jpeg
https://www.almayaonline.com/hero-baby-mixed-vegetable-130gm-6months,Hero Baby Mixed Vegetable 130gm 6+Months,130,gm,Hero Mixed Vegetables 130Gm Hero Mixed Vegetables Is A Nutritious Baby Food Choice. This 130Gm Jar Contains A Delightful Blend Of Mixed Vegetables Offering Essential Vitamins And Minerals. It'S An Ideal Way To Introduce Your Baby To A Variety Of Veggie Flavors. Hero Ensures Top-Quality Ingredients For Your Baby'S Nutrition. Enjoy A Wholesome Meal With Hero Mixed Vegetables.,AED,7.95,https://almayaproduction.s3-eu-north-1.amazonaws.com/0013330_8690504550686_550.jpeg
https://www.almayaonline.com/hero-baby-mix-fruits-juice-125gm-6month,Hero Baby Mix Fruits Juice 125gm 6+month,125,gm,"Hero Baby Mixed Fruits Juice 6+ Months 125Gm Hero Baby Mixed Fruit This Jar Is Very Gentle On Your Baby’S Stomach, Easily Digestible And Do Not Cause Any Allergy It Also Help In Treating Constipation,Helps To Regulate Bowel Movements, Promotes Immunity And Also Good For Your Baby’S Eyes And Skin Nutritive Value And Taste Of The Fruits Is Well Maintained, Helping Your Baby To Explore And Enjoy New Tastes Preparing: Once Opened The Jar Must Be Refrigerated And Consumed Within 24 Hours Use The Jar As Such Or Mix It With Other Hero Baby Jars Or Fresh Food Mixes Ingredients: It Contain Fresh Fruits Of The Highest Quality In A Puree Form, With No Preservatives, Artificial Colors Or Added Sugar The Main Ingredient In This Jar Is Peach, Apple, Banana And Apricot, Which Are High In Vitamin A, Vitamin C, B Vitamins Potassium, Lycopene (Phytonutrient With Antioxidant Properties) And Fiber 100% Peeled Fruits, Meals Like You Do At Home No Added Sugars To Prevent Obesity 100% Natural, With No Preservatives Or Colorings Age: + 6 Months Promotes Immunity Helps In Growth.",AED,7.95,https://almayaproduction.s3-eu-north-1.amazonaws.com/0014856_hero-baby-mixed-fruits-juice-6-months-125gm_550.jpeg
https://www.almayaonline.com/himalaya-baby-lotion-400ml,Himalaya Baby Lotion 400ml,400,ml,"It is fortified with country mallow that helps soothe the skin, liquorice that is known for its moisturizing properties and tinospora gulancha famous for its skin conditioning properties. Fast-absorbing formula with rich emollients and significantly improves skin softness and smoothness. Olive and almond oil soothes and nourishes baby’s delicate skin. This moisturizer softens and hydrates, leaving skin protected. Gently moisturizes baby skin and soothes dry skin from the first use. Made with 100% Herbal Actives that helps delicate baby skin retain its natural moisture all day long. Free from Synthetic colours, Parabens and Mineral Oils",AED,30.99,https://almayaproduction.s3-eu-north-1.amazonaws.com/0017790_8901138512583_550.jpeg
https://www.almayaonline.com/himalaya-baby-powder-425gm,Himalaya Baby Powder 425gm,425,gm,"Free from Synthetic colours, Parabens and Phthalates. All Himalaya baby products are gentle, safe and researched by dermatologists. Almond and olive nourishes, moisturizes and protects the skin leaving it soft and supple. It replenishes moisture in dry and dehydrated skin while also rejuvenates skin. Avoid sprinkling over baby's eyes, nose and mouth. Free from Synthetic colours, Parabens and Phthalates.a",AED,28.99,https://almayaproduction.s3-eu-north-1.amazonaws.com/0018425_8901138513573_550.jpeg
https://www.almayaonline.com/himalaya-baby-wipes-gentle-cleansing-56s,Himalaya Baby Wipes Gentle Cleansing 56'S,56,,Himalaya Gentle Cleansing Baby Wipes contain Aloe Vera and ensure moisture balance to keep your baby's skin soft and supple,AED,19.95,https://almayaproduction.s3-eu-north-1.amazonaws.com/0014757_6297000713984_550.jpeg
https://www.almayaonline.com/himalaya-diaper-rash-cream-free-from-parabens-100ml,Himalaya Diaper Rash Cream Free From Parabens 100ml,100,ml,"The Himalaya Diaper Rash Cream in a 100ml tube offers effective protection for your baby's sensitive skin. Free from parabens and harsh chemicals, this cream acts as a gentle barrier, preventing and treating diaper rashes. Its soothing properties alleviate discomfort, providing relief to your baby. With regular use, this cream ensures your baby's skin remains healthy and protected, allowing them to stay comfortable throughout the day.",AED,23.99,https://almayaproduction.s3-eu-north-1.amazonaws.com/0018415_8901138512170_550.jpeg
https://www.almayaonline.com/huggies-drynites-pyjama-pants-4-7-years-bed-wetting-diaper-boys-17-30-kg-jumbo-pack-16-pants,"Huggies DryNites Pyjama Pants, 4-7 years, Bed Wetting Diaper, Boys, 17-30 kg, Jumbo Pack, 16 Pants",4,kg,"Huggies DryNites Pyjama Pants are the ultimate solution for worry-free nights and maximum protection from bed wetting. Designed with five layers of absorbency, these premium pyjama pants offer unparalleled protection for dry nights. They ensure your growing child stays dry and comfortable throughout the night by effectively locking away wetness and preventing leaks. No more disrupted sleep or uncomfortable bed wetting. Crafted with soft and stretchy sides, Huggies DryNites youth pants offer a snug and comfortable fit. The stretchable material allows freedom of movement, ensuring a secure and flexible experience for your little one. Staying dry at night has never been easier! Featuring captivating Marvel character designs, these night pants are a delight for young boys. The vibrant and engaging prints make bedtime fun and exciting. The pyjama pants also provide the discretion of real underwear for your child to feel like a big kid. These diaper pants are specially designed for growing boys who start wetting their bed. They provide an ideal solution as they transition from diapers to underwear in their potty training journey. Support your child's growth journey with Huggies DryNites Pyjama Pants and help them feel confident, secure, and full of joy. At Huggies, since 1968, we've believed in providing you with the best products for your growing child. Our path-breaking innovations in childcare have helped generations of toddlers stay clean and healthy. We continue to provide the same level of care With Huggies DryNites Pyjama Pants, making bedtime a comfortable and enjoyable experience. Discover our full range of Huggies products designed to support every stage of your child’s development. From wet wipes, to baby diapers in all sizes, and even swim nappies for little swimmers, Huggies has everything you need. It is the perfect choice for your baby when it comes to comfortable protection you can trust.",AED,41.95,https://almayaproduction.s3-eu-north-1.amazonaws.com/0002073_5029053560151_550.jpeg
https://www.almayaonline.com/huggies-extra-care-culottes-size-6-15-25-kg-30-diaper-pants,"Huggies, Extra Care Culottes, Size 6, 15-25 kg, 30 Diaper Pants",6,kg,"Huggies Extra Care Culottes Pants in size 3 are the ultimate solution for quick and convenient diaper changes for your toddler! Designed with you and your baby in mind, these baby diaper pants are incredibly easy to put on and take off. Experience quick and hassle-free dressing and undressing and simply dispose of the culottes pants without any fuss. Not only are these premium pants incredibly convenient, but they also provide unbeatable efficiency and comfort for your active baby. With double leak guards, they offer extra protection against leaks, giving you peace of mind, day and night. The dry touch layer ensures that your toddler stays dry and comfortable. Plus, the wetness indicator changes color to let you know when it's time for a change. We understand the importance of your baby's joy and comfort, which is why our pant style diapers feature cloud soft comfort. The gentle tummy fit ensures a snug and secure fit to prevent leakage, without causing any discomfort. Safety is our top priority, which is why these culotte diapers are free from perfumes, latex, and elemental chlorine. You can rest assured that these pants are gentle on your child's delicate skin, minimizing the risk of irritation and allergies. Huggies Extra Care Culottes Pants are easy to pack and are portable. They make an essential addition to your baby bag or baby care kit. At Huggies, since 1968, we've believed in keeping your baby's skin clean, healthy, and soft. Our path-breaking innovations in infant care have helped generations of toddlers stay clean and healthy. With the Huggies Extra Care Culottes Pants, you can rest assured knowing you've chosen the best for your little one. Discover our full range of Huggies baby products designed to support every stage of your child’s development. From baby wipes, to baby diapers in all sizes, and even swim nappies for little swimmers, Huggies has everything you need. It is the perfect choice for your baby when it comes to comfortable protection you can trust.",AED,72.95,https://almayaproduction.s3-eu-north-1.amazonaws.com/0002094_5029053567068_550.jpeg
https://www.almayaonline.com/huggies-extra-care-size-4-8-14-kg-value-pack-40-diapers,"Huggies Extra Care, Size 4, 8 -14 kg, Value Pack, 40 Diapers",4,kg,"With Huggies Extra Care diapers in size 3, your little bundle of joy is dry and comfortable all day long. Our premium quality Huggies diapers are specially designed for babies weighing 4 to 9 kg. The waistband stretches for a perfect fit and maximum movement, and it has breathable materials that protect your baby. The diaper's absorbent materials keep your little one safe and prevent leaks for up to 12 hours. Our nappies are equipped with three absorbent channels and soft cushions that absorb wetness in seconds. Breathable, soft materials keep your baby dry and protected from skin irritation, allowing the skin to breathe and stay dry. Huggies Extra Care diapers are fragrance-free and provide gentle care for delicate skin. These size 3 nappies have 0% latex and elemental chlorine bleach. This makes them suitable for even the most sensitive skin types. In addition, our design ensures that your child experiences gentle care and protection from nappy rash, irritation, and discomfort. Not only is the diaper designed with extra absorbency, but it is also shaped for active babies. The snug, flexible fit allows for plenty of freedom of movement. The stretchy sides of the waistband provide a comfortable fit so your baby is comfortable while crawling, walking or sleeping. Moms can now relax and rest assured that their baby is has the most comfortable and softest protection. Huggies Extra Care disposable diapers are easy to pack and portable, making them an essential addition to your baby's diaper bag. At Huggies, since 1968, we've believed in keeping your baby's skin clean, healthy, and soft. Our path-breaking innovations in infant care have helped generations of toddlers stay clean and healthy. Discover our full range of Huggies wet wipes, diapers in all sizes, and swim nappies for little swimmers. Huggies is always there for every stage of your baby’s development. It is the perfect choice for your child when it comes to comfortable protection you can trust.",AED,64.95,https://almayaproduction.s3-eu-north-1.amazonaws.com/0002082_6084011840101_550.jpeg
https://www.almayaonline.com/huggies-extra-care-size-5-12-22-kg-value-pack-34-diapers,"Huggies Extra Care, Size 5, 12 -22 kg, Value Pack, 34 Diapers",5,kg,"With Huggies Extra Care diapers in size 3, your little bundle of joy is dry and comfortable all day long. Our premium quality Huggies diapers are specially designed for babies weighing 4 to 9 kg. The waistband stretches for a perfect fit and maximum movement, and it has breathable materials that protect your baby. The diaper's absorbent materials keep your little one safe and prevent leaks for up to 12 hours. Our nappies are equipped with three absorbent channels and soft cushions that absorb wetness in seconds. Breathable, soft materials keep your baby dry and protected from skin irritation, allowing the skin to breathe and stay dry. Huggies Extra Care diapers are fragrance-free and provide gentle care for delicate skin. These size 3 nappies have 0% latex and elemental chlorine bleach. This makes them suitable for even the most sensitive skin types. In addition, our design ensures that your child experiences gentle care and protection from nappy rash, irritation, and discomfort. Not only is the diaper designed with extra absorbency, but it is also shaped for active babies. The snug, flexible fit allows for plenty of freedom of movement. The stretchy sides of the waistband provide a comfortable fit so your baby is comfortable while crawling, walking or sleeping. Moms can now relax and rest assured that their baby is has the most comfortable and softest protection. Huggies Extra Care disposable diapers are easy to pack and portable, making them an essential addition to your baby's diaper bag. At Huggies, since 1968, we've believed in keeping your baby's skin clean, healthy, and soft. Our path-breaking innovations in infant care have helped generations of toddlers stay clean and healthy. Discover our full range of Huggies wet wipes, diapers in all sizes, and swim nappies for little swimmers. Huggies is always there for every stage of your baby’s development. It is the perfect choice for your child when it comes to comfortable protection you can trust.",AED,64.95,https://almayaproduction.s3-eu-north-1.amazonaws.com/0002080_6084011840040_550.jpeg
https://www.almayaonline.com/huggies-little-swimmer-swim-pants-diaper-size-medium-11-swim-pants,"HUGGIES LITTLE SWIMMER, Swim Pants Diaper, Size Medium, 11 Swim Pants",11,,"Huggies Little Swimmers Swim Nappies offer maximum protection for your little ones during their first big adventure in the water. With their adorable Finding Dory design, these swim diapers will make water play even more enjoyable for your little splashers. These swimming diapers from Huggies are crafted using special absorbent material that keeps your little swimmers protected without swelling, falling apart, or weighing them down. They are specially made to ensure maximum protection for your baby. For the younger babies, Huggies Little Swimmers swimming pants in sizes 2-3 feature convenient tabbed sides. These tabbed sides ensure a secure and protected fit while offering a practical open and close system for easy adjustment. They provide an adjustable fit, ensuring comfort for baby and peace of mind for parents. The larger sized water diapers (3-4 and 5-6) feature an all-round stretch waistband carefully elasticated for a perfect fit. These water pants allow your little one to splash, swim, and enjoy unlimited freedom of movement for truly enjoyable water adventures. Huggies baby swim pants are also equipped with special leak guards, eliminating any worries of accidents while swimming with your baby. They allow you to cherish joyful moments without any interruptions. At Huggies, since 1968, we've believed in keeping your baby's skin clean, healthy, and soft. Our path-breaking innovations in baby care have helped generations of toddlers stay clean and healthy. With the Huggies Little Swimmers Swim Nappies, you can rest assured knowing you've chosen the best for your little one.Discover our full range of Huggies baby products designed to support every stage of your child’s development. From baby wipes, to baby diapers in all sizes, Huggies has everything you need. It is the perfect choice for your baby when it comes to comfortable protection you can trust.",AED,31.95,https://almayaproduction.s3-eu-north-1.amazonaws.com/0007890_0036000183429_550.jpeg
https://www.almayaonline.com/johnson-baby-dream-cologne-100ml,Johnson Baby Dream Cologne 100ml,100,ml,,AED,15.95,https://almayaproduction.s3-eu-north-1.amazonaws.com/0011573_johnson-baby-dream-cologne-100ml_550.jpeg
https://www.almayaonline.com/johnson-baby-powder-500gm,Johnson Baby Powder 500gm,500,gm,"Johnson Baby Powder, coming in a 500gm container, is a classic talcum powder designed for gentle skincare. Its mild formula helps absorb excess moisture, keeping the skin dry and comfortable. Suitable for the whole family, this powder leaves a delicate fragrance while providing a soft and soothing touch to the skin, making it a trusted choice for everyday use.",AED,44.95,https://almayaproduction.s3-eu-north-1.amazonaws.com/0011577_6291011234568_550.jpeg
