product_name,product_description,upc,brand,selling_price,regular_price,currency,pdp_url,warranty,breadcrumb,image_url
OTC 700 Lbs. Engine Support Bar  - 1725,"Engine Support Bar; Cutting edge, design self-centers load to prevent tipping on inclined surfaces. Smooth sliding legs adjust easily to different vehicle widths. PVC-coated support legs don\",731413506345,OTC,456.99,456.99,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-700-lbs-engine-support-bar/otc0/1725,Limited Lifetime Warranty,Home>Tools & Equipment>Lift Equipment>OTC 700 Lbs. Engine Support Bar,https://images.oreillyauto.com/parts/img/large/otc/1725_top3-4.jpg
OTC 6000 Lbs. Engine Crane  - 1813,"Engine Crane; Features:, Telescoping boom adjusts to three different lengths for three different weight capacities. Boom swivels for vertical and lateral positioning., Equipped with two speed hydraulic pump for rapid, easy lifting., Legs extend to straddle the biggest tires., Usable reach is almost 92""., Steering dolly for easy maneuverability also serves as floor lock.",731413007538,OTC,17440.99,17440.99,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-6000-lbs-engine-crane/otc0/1813,Limited Lifetime Warranty,Home>Tools & Equipment>Lift Equipment>OTC 6000 Lbs. Engine Crane,https://images.oreillyauto.com/parts/img/large/otc/1813_top3-4.jpg
Power Torque Tools 16000 Lbs. Engine Hoist Piston  - PT34746,"Engine Hoist Piston; Pneumatic; Replacement For Part Number: 34132 Hoist; A Power Torque 16, 000 pound air ram is designed to replace the ram on the Power Torque PT34132 4, 000 pound engine hoist. The ram can be operated manually or pneumatically and offers a lifting range of 26-3/8 inches to 45-1/4 inches. A replacement Power Torque ram saves time and effort by converting the standard hand-operated hydraulic pump of the engine hoist to a speedy air-powered pump, and increases the overall lifting capability of the hoist for heavy-duty engine service.",889526384852,Power Torque Tools,239.99,239.99,USD,https://www.oreillyauto.com/detail/c/power-torque-tools/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/power-torque-tools-16000-lbs-engine-hoist-piston/ptt0/pt34746,1 Year Limited Warranty,Home>Tools & Equipment>Lift Equipment>Power Torque Tools 16000 Lbs. Engine Hoist Piston,https://images.oreillyauto.com/parts/img/large/ptt/orly_pt34746_202_ang_primary.jpg
OTC 4000 Lbs. Engine Crane  - 2004,Engine Crane; 4000 lb. capacity crane with a reach of 25 Inch to 46 Inch. Folds up for compact storage. Front wheels are 3-1/2 Inch; rear casters 5-7/8 Inch.,731413037412,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-4000-lbs-engine-crane/otc0/2004,1 Year Limited Warranty,Home>Tools & Equipment>Lift Equipment>OTC 4000 Lbs. Engine Crane,https://images.oreillyauto.com/parts/img/large/otc/2004_top3-4.jpg
OTC 2000 Lbs. Engine Stand  - 1735B,"Engine Stand; Heavy Duty; Maximum Capacity: 2000 Lbs.;, Handles a wide variety of engines, transmissions, torque converters, and rear axles from trucks, tractors, and construction machinery., The 50:1 ratio gearbox allows full rotation of mounted unit with just a turn of the crank and locks in position. Easily maneuvered when loaded., To ensure engine stability in all positions, this repair stand is equipped with a positive-crank handle locking mechanism., Twin-post design, featuring laterally adjustable, 3-position outboard support; provides an extremely stable work-holding unit., Locking rear wheels anchor stand in position.",731413570285,OTC,2171.99,2171.99,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-2000-lbs-engine-stand/otc0/1735b,Limited Lifetime Warranty,Home>Tools & Equipment>Lift Equipment>OTC 2000 Lbs. Engine Stand,https://images.oreillyauto.com/parts/img/large/otc/1735b.jpg
OTC 500 Lbs. Engine Support Bar  - 1723,"Engine Support Bar; Unique, innovative design featuring: Cutting edge, design self-centers load to prevent tipping on inclined surfaces. Smooth sliding legs adjust easily to different vehicle widths. PVC-coated support legs don\",999999999999999,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-500-lbs-engine-support-bar/otc0/1723,90 Day Limited Warranty,Home>Tools & Equipment>Lift Equipment>OTC 500 Lbs. Engine Support Bar,https://images.oreillyauto.com/parts/img/large/otc/1723_top3-4.jpg
OTC 2200 Lbs. Engine Crane  - 1819,Engine Crane; Space-saving fold-away feature for storage. Adjustable leg spread for Inchclose-in Inch work. Telescoping boom extension for added reach. Equipped with 2-speed hydraulic hand pump. 16-7/8 Inch lifting chain.,731413195006,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-2200-lbs-engine-crane/otc0/1819,90 Day Limited Warranty,Home>Tools & Equipment>Lift Equipment>OTC 2200 Lbs. Engine Crane,https://images.oreillyauto.com/parts/img/large/otc/1819_top3-4.jpg
Power Torque Tools 4000 Lbs. Tripod Stand  - PT34708,"Tripod Stand; Heavy Duty; 2 Ton; A Power Torque 2-ton tripod stand has a large tripod base to ensure operator stability. This Power Torque under hoist stand utilizes a screw-out column which offers a lifting range of 49-1/4 inches to 79-15/16 inches with pin positions at 5 height adjustments. The stand uses a ball bearing post support with a large, rubberized ""T"" handle for exact height adjustment and a large saddle with rubber pad to ensure positive contact. The Power Torque under hoist stand is built with a heavy-duty steel frame construction for durability and features a powder coat finish to help prevent rust and corrosion.Pin positions: 57-7/8, 63-3/8, 68-7/8, 74-3/8, 79-15/16 Inch",889526384753,Power Torque Tools,208.99,208.99,USD,https://www.oreillyauto.com/detail/c/power-torque-tools/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/power-torque-tools-4000-lbs-tripod-stand/ptt0/pt34708,1 Year Limited Warranty,Home>Tools & Equipment>Lift Equipment>Power Torque Tools 4000 Lbs. Tripod Stand,https://images.oreillyauto.com/parts/img/large/ptt/pt34708_n.jpg
OTC Engine Crane Wheel  - 12078-1,"Engine Crane Wheel; Mobile; Constructed to maintain the strength and durability of your hoist, OTC hoist replacement parts are manufactured to your hoist\",999999999999999,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-engine-crane-wheel/otc0/120781,90 Day Limited Warranty,Home>Tools & Equipment>Lift Equipment>OTC Engine Crane Wheel,https://images.oreillyauto.com/img/image-coming-soon.png
OTC 1000 Lbs. Engine Stand  - 1726A,Engine Stand; Maximum Capacity: 1000 Lbs.; A timesaver for passenger car and light truck engine rebuilding or repair. Four adjustable attachment arms make engine mounting fast and easy. Engine can be rotated a full 360 with a turn of the handle; a locking pin secures the work in any of eight positions. Two rear wheels lock tightly to anchor the stand in place. Easy one-bolt disassembly for transport of stand.,731413039706,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-1000-lbs-engine-stand/otc0/1726a,90 Day Limited Warranty,Home>Tools & Equipment>Lift Equipment>OTC 1000 Lbs. Engine Stand,https://images.oreillyauto.com/parts/img/large/otc/1726a_4613.jpg
OTC 6000 Lbs. Engine Stand  - 1750,Engine Stand; 96-to-1 ratio worm and gear set rotates components 360 degrees; handle locks in any position. Integral 12-ton jack raises the work to provide the swing radius needed for clearance. Two front wheels and two rear casters provide mobility. Covered by OTC Lifetime Marathon Warranty.,731413007392,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-6000-lbs-engine-stand/otc0/1750,1 Year Limited Warranty,Home>Tools & Equipment>Lift Equipment>OTC 6000 Lbs. Engine Stand,https://images.oreillyauto.com/parts/img/large/otc/1750_top3-4.jpg
OTC Engine Stand Adapter  - 1750-4649,"Engine Stand Adapter; Plate; The 1750-4649 Engine Adapter Plate is designed for mounting 2004-2009 DT466, DT570, HT570, MaxxForce DT, Maxxforce 9, and Maxxforce 10 Engines. Plate is intended for use with the OTC 1750A Revolver Diesel Engine Stand which includes the 205061 Universal Adapter.",731413592089,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-engine-stand-adapter/otc0/17504649,Limited Lifetime Warranty On Repair,Home>Tools & Equipment>Lift Equipment>OTC Engine Stand Adapter,https://images.oreillyauto.com/parts/img/large/otc/1750-4649.jpg
OTC Engine Stand Adapter  - 1750-4789,Engine Stand Adapter; Plate; The 1750-4789 Engine Adapter Plate is designed for mounting 2007-Later MaxxForce 11 and 13 Engines. Plate is intended for use with the OTC 1750A Revolver Diesel Engine Stand which includes the 205061 Universal Adapter.,731413592096,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-engine-stand-adapter/otc0/17504789,Limited Lifetime Warranty On Repair,Home>Tools & Equipment>Lift Equipment>OTC Engine Stand Adapter,https://images.oreillyauto.com/parts/img/large/otc/1750-4789.jpg
OTC Engine Stand Adapter  - 1750-4940,"Engine Stand Adapter; Plate; The 1750-4940 Engine Adapter Plate is designed for mounting 2010-2016 MaxxForce DT, Maxxforce 9, and Maxxforce 10 Engines. Plate is intended for use with the OTC 1750A Revolver Diesel Engine Stand which includes the 205061 Universal Adapter.",731413592102,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-engine-stand-adapter/otc0/17504940,Limited Lifetime Warranty On Repair,Home>Tools & Equipment>Lift Equipment>OTC Engine Stand Adapter,https://images.oreillyauto.com/parts/img/large/otc/1750-4940.jpg
OTC 6000 Lbs. Engine Stand  - 1750A,Engine Stand; 96 to 1 ratio worm and gear set rotates components a full 360 degrees; handle locks in any position. Includes 205061 universal mounting plate for use with individual engine adapter plates.,731413039928,OTC,8649.99,8649.99,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-6000-lbs-engine-stand/otc0/1750a,90 Day Limited Warranty,Home>Tools & Equipment>Lift Equipment>OTC 6000 Lbs. Engine Stand,https://images.oreillyauto.com/parts/img/large/otc/1750a_top3-4.jpg
OTC Load Leveler  - 1812,"Load Leveler; Improved design over conventional spreader bars. Carriage on main support beam moved by turning lead screw; this permits fine adjustment of the tilt angle of component being lifted. Turn lead screw manually or with air-powered tools. Spreader bar adjustment secured with locking bolts. Chain grade is 80. Covered by OTC Lifetime Marathon Warranty. Max. lifting capacity: 6, 000 lbs.; distance between hooks: min. 30 Inch, max. 46 Inch.",731413018121,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-load-leveler/otc0/1812,1 Year Limited Warranty,Home>Tools & Equipment>Lift Equipment>OTC Load Leveler,https://images.oreillyauto.com/parts/img/large/otc/1812_top3-4.jpg
OTC 6000 Lbs. Engine Crane  - 1814,Engine Crane; Telescoping boom adjusts to three different lengths for three different weight capacities. Boom swivels for vertical and lateral positioning.Equipped with electric/hydraulic pump (115V) with remote motor control. Legs extend to straddle the biggest tires. Usable reach is almost 92 inch. Steering dolly for easy maneuverability also serves as floor lock.,731413007545,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-6000-lbs-engine-crane/otc0/1814,Limited Lifetime Warranty,Home>Tools & Equipment>Lift Equipment>OTC 6000 Lbs. Engine Crane,https://images.oreillyauto.com/parts/img/large/otc/1814_top3-4.jpg
OTC 4400 Lbs. Engine Crane  - 1820,Engine Crane; Space-saving fold-away feature for storage. Adjustable leg spread for Inchclose-in Inch work. Telescoping boom extension for added reach. Equipped with 2-speed hydraulic hand pump. 18-3/8 Inch lifting chain.,999999999999999,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-4400-lbs-engine-crane/otc0/1820,90 Day Limited Warranty,Home>Tools & Equipment>Lift Equipment>OTC 4400 Lbs. Engine Crane,https://images.oreillyauto.com/parts/img/large/otc/1820_top3-4.jpg
OTC Load Leveler  - 1822,"Load Leveler; Improved design over conventional spreader bars. Carriage on main support beam moved by turning lead screw; this permits fine adjustment of the tilt angle of component being lifted. Turn lead screw manually or with air-powered tools. Spreader bar adjustment secured with locking bolts. Chain grade is 80. Covered by OTC Lifetime Marathon Warranty. Max. lifting capacity: 10, 000 lbs.; distance between hooks: min. 36 Inch, max. 56 Inch.",731413046933,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-load-leveler/otc0/1822,1 Year Limited Warranty,Home>Tools & Equipment>Lift Equipment>OTC Load Leveler,https://images.oreillyauto.com/parts/img/large/otc/1822_top3-4.jpg
OTC 2000 Lbs. Engine Crane  - 2002,"Engine Crane; Folds up for compact storage, out of your way. Front wheels are 3-1/2 inch with 5-7/8 inch rear casters. This 2000 lb. capacity crane has a reach of 24 inch to 36 inch.",731413037405,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-2000-lbs-engine-crane/otc0/2002,1 Year Limited Warranty,Home>Tools & Equipment>Lift Equipment>OTC 2000 Lbs. Engine Crane,https://images.oreillyauto.com/parts/img/large/otc/2002_top3-4.jpg
OTC Engine Stand Adapter  - 205058,"Engine Stand Adapter; Plate; Detroit Diesel;, Mounting plate includes all the necessary hardware and an engine application chart., NOTE: OTC 205061 Universal Adapter Plate Assembly is required for use with all plates. (Included with OTC 1750A engine stand.)",731413001789,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-engine-stand-adapter/otc0/205058,1 Year Limited Warranty,Home>Tools & Equipment>Lift Equipment>OTC Engine Stand Adapter,https://images.oreillyauto.com/parts/img/large/otc/205058_8006.jpg
OTC Engine Stand Adapter  - 205059,"Engine Stand Adapter; Plate; Cummins: All NH, NTC, NTE, N14 855 Series Inline;, Mounting plate includes all the necessary hardware and an engine application chart., NOTE: OTC 205061 Universal Adapter Plate Assembly is required for use with all plates. (Included with OTC 1750A engine stand.)",731413001796,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-engine-stand-adapter/otc0/205059,1 Year Limited Warranty,Home>Tools & Equipment>Lift Equipment>OTC Engine Stand Adapter,https://images.oreillyauto.com/parts/img/large/otc/205059_8033.jpg
OTC Engine Stand Adapter  - 205060,"Engine Stand Adapter; Plate; Caterpillar Number: 1673, 1674, 1693, 3306 And 3406 Inline 6 Cylinder; Number: 1100, 3208, 3408 V8 And 3406E;, Mounting plate includes all the necessary hardware and an engine application chart., NOTE: OTC 205061 Universal Adapter Plate Assembly is required for use with all plates. (Included with OTC 1750A engine stand.)",731413019494,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-engine-stand-adapter/otc0/205060,1 Year Limited Warranty,Home>Tools & Equipment>Lift Equipment>OTC Engine Stand Adapter,https://images.oreillyauto.com/parts/img/large/otc/205060_8042.jpg
OTC Engine Stand Adapter  - 205061,Engine Stand Adapter; Plate; For Part Number: 1750 And 1750A; No. 205061 - Universal Adapter Plate Assembly. Required for mounting engine adapter plates to the 1750A and 1750 Engine Stands.,731413019500,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-engine-stand-adapter/otc0/205061,1 Year Limited Warranty,Home>Tools & Equipment>Lift Equipment>OTC Engine Stand Adapter,https://images.oreillyauto.com/parts/img/large/otc/205061.jpg
OTC Engine Stand Adapter  - 205101,"Engine Stand Adapter; Plate; Mack Number: All 672, 673, 675 And 711 Series Inline 6 Cylinder;, Mounting plate includes all the necessary hardware and an engine application chart., NOTE: OTC 205061 Universal Adapter Plate Assembly is required for use with all plates. (Included with OTC 1750A engine stand.)",731413019524,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-engine-stand-adapter/otc0/205101,1 Year Limited Warranty,Home>Tools & Equipment>Lift Equipment>OTC Engine Stand Adapter,https://images.oreillyauto.com/parts/img/large/otc/205101_8102.jpg
OTC Engine Stand Adapter  - 206386,"Engine Stand Adapter; Plate; International Harvester Number: DT-466 (2004 And Earlier), DT-360, DT408 And 530 In-line 6 Cylinder, DV-550, MV-404, MV-446, V304, V345, V392, 4-152, 4-196, 4-194, 9.0 liter And T444E V8; Revolver Engine Adapter Plate for use with Nos. 1750 and 1750A 6000 lb. Revolver Diesel Engine Stand. For International Harvester engines: DT-466, DT-360, DT408, and 530 in-line 6 cylinder; DV-550, MV-404, MV-446, V304, V345, V392, 4-152, 4-196, 4-194; 9.0 liter and T444E V8; and Ford 6.9L, and 7.3L DIT.",731413001802,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-engine-stand-adapter/otc0/206386,1 Year Limited Warranty,Home>Tools & Equipment>Lift Equipment>OTC Engine Stand Adapter,https://images.oreillyauto.com/parts/img/large/otc/206386_top3-4.jpg
OTC Engine Stand Adapter  - 206391,"Engine Stand Adapter; Mounting; 6.0L and 6.4L Ford engine adapters. (Works with OTC 1735, 1735A, and 1735B engine stands.)",731413548406,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/engine-hoist-stand/63ea21c7f96a/otc-engine-stand-adapter/otc0/206391,1 Year Limited Warranty,Home>Tools & Equipment>Lift Equipment>OTC Engine Stand Adapter,https://images.oreillyauto.com/parts/img/large/otc/206391_5190.jpg
