unique_id,product_name,brand,product_description,selling_price,currency,pdp_url,color
T251398M,Cotton Rich Palm Embroidered Shirt,M&S Collection,"This cotton-rich shirt is embroidered all-over with palm-leaf motifs for a dash of pattern. Relaxed fit, with dropped shoulders on the short sleeves for a laid-back look and feel. Complete with a cuban collar to deliver a stylish finish.
M&S Collection: easy-to-wear wardrobe staples that combine classic and contemporary styles.",38.00,£,https://www.marksandspencer.com/cotton-rich-palm-embroidery-shirt/p/clp60757781#intid=pid_pg2pip48g4r3c4%7Cprodflag_New,Navy Mix
T251443M,Cotton Blend Textured Knitted Shirt,M&S Collection,"With its textured knit, this cotton-blend shirt brings a stylish tactile element to your smart-casual wardrobe. It's made to a regular fit with short sleeves and a reverse collar for a laid-back look. Same-colour buttons complete the neat look.
M&S Collection: easy-to-wear wardrobe staples that combine classic and contemporary styles.",35.00,£,https://www.marksandspencer.com/cotton-blend-textured-knitted-shirt/p/clp60740952?color=MOLE#intid=pid_pg2pip48g4r3c3%7Cprodflag_New,Mole
T301770A,Mercerised Cotton Colour Block Knitted Polo Shirt,Autograph,"Fashioned from mercerised pure cotton yarn, this knitted polo shirt from our Autograph collection looks lustrous and feels luxurious. The robust colour block design is ultra-modern. The half-zip fastening at the collared neck makes this eye-catching piece easy to slip on and off.
 
 Autograph: premium investment pieces featuring contemporary cuts and refined finishing touches.",45.00,£,https://www.marksandspencer.com/mercerised-cotton-colour-block-knitted-polo-shirt/p/clp60734165#intid=pid_pg2pip48g4r3c2%7Cprodflag_New,Black Mix
T251443M,Cotton Blend Textured Knitted Shirt,M&S Collection,"With its textured knit, this cotton-blend shirt brings a stylish tactile element to your smart-casual wardrobe. It's made to a regular fit with short sleeves and a reverse collar for a laid-back look. Same-colour buttons complete the neat look.
M&S Collection: easy-to-wear wardrobe staples that combine classic and contemporary styles.",35.00,£,https://www.marksandspencer.com/cotton-blend-textured-knitted-shirt/p/clp60740952?color=SMOKEYGREEN#intid=pid_pg2pip48g4r3c1%7Cprodflag_New,Smokey Green
T252595M,Pure Cotton Herringbone Overshirt​,M&S Collection,"With its herringbone weave, this pure cotton overshirt brings a subtle textured look to outfits. It's cut in a regular fit, with a classic collar and button-through front. Two chest pockets create a utility vibe.
M&S Collection: easy-to-wear wardrobe staples that combine classic and contemporary styles.",40.00,£,https://www.marksandspencer.com/pure-cotton-herringbone-overshirt/p/clp60741724?color=NATURAL#intid=pid_pg2pip48g4r2c4%7Cprodflag_New%7Cprodflag_plp_ts_QP_38,Natural
T285097M,Pure Cotton Textured Tipped Polo Shirt,M&S Collection,"This textured pure cotton polo shirt is a go-to for effortlessly smart looks. It's cut to a regular fit with a two-button placket and neat collar. A contrasting colour on the collar and cuffs lends a stylish touch.
 
 M&S Collection: easy-to-wear wardrobe staples that combine classic and contemporary styles.",30.00,£,https://www.marksandspencer.com/pure-cotton-textured-tipped-polo-shirt/p/clp60744355?color=MUSHROOM#intid=pid_pg2pip48g4r2c3%7Cprodflag_New,Mushroom
T251440M,Regular Fit Cotton Rich Short Sleeve Shirt,M&S Collection,"With its textured stripes, this cotton-rich shirt will make a stylish addition to your smart-casual wardrobe. It's cut to a comfortable regular fit, with a classic collar and cool short sleeves.
M&S Collection: easy-to-wear wardrobe staples that combine classic and contemporary styles.",30.00,£,https://www.marksandspencer.com/regular-fit-cotton-rich-short-sleeve-shirt/p/clp60740854?color=BLUEMIX#intid=pid_pg2pip48g4r2c2%7Cprodflag_New,Blue Mix
T250109M,Regular Fit Pure Linen Striped Shirt,M&S Collection,"Timeless stripes and pure linen fabric make this long-sleeved shirt a summer staple. It's cut to a regular fit for a comfortable feel. A classic collar, button-through fastening and buttoned cuffs add crisp finishing touches.
M&S Collection: easy-to-wear wardrobe staples that combine classic and contemporary styles.",45.00,£,https://www.marksandspencer.com/regular-fit-pure-linen-striped-shirt/p/clp60746716#intid=pid_pg2pip48g4r2c1%7Cprodflag_New,Sage
T288141M,Seersucker Swim Shorts,M&S Collection,"Make a splash in these stylish swim shorts. Made in a regular fit from textured seersucker fabric with a vertical striped pattern. An elasticated waist with a drawstring fastening ensures they stay securely in place. They're lined for comfort and feature handy side-entry pockets.
M&S Collection: easy-to-wear wardrobe staples that combine classic and contemporary styles.",25.00,£,https://www.marksandspencer.com/seersucker-swim-shorts/p/clp60745230?color=NAVY#intid=pid_pg2pip48g4r1c4%7Cprodflag_New%7Cprodflag_plp_ts_QP_36,Navy
T285097M,Pure Cotton Textured Tipped Polo Shirt,M&S Collection,"This textured pure cotton polo shirt is a go-to for effortlessly smart looks. It's cut to a regular fit with a two-button placket and neat collar. A contrasting colour on the collar and cuffs lends a stylish touch.
 
 M&S Collection: easy-to-wear wardrobe staples that combine classic and contemporary styles.",30.00,£,https://www.marksandspencer.com/pure-cotton-textured-tipped-polo-shirt/p/clp60744355?color=NAVY#intid=pid_pg2pip48g4r1c3%7Cprodflag_New%7Cprodflag_plp_ts_QP_25,Navy
T175382F,Loose Fit Cotton Linen Blend Elasticated Trousers,M&S Collection,"These linen-blend trousers are perfect for smart-casual summer wear. They're made to a loose fit from a linen-cotton blend that's lightweight and breathable, with added stretch for comfort. An elasticated waist with a drawstring fastening keeps them securely in place. The vertical striped pattern gives them a stylish look.",35.00,£,https://www.marksandspencer.com/loose-fit-linen-blend-elasticated-trousers/p/clp60716477?color=DARKNAVY#intid=pid_pg2pip48g4r1c2%7Cprodflag_New%7Cprodflag_plp_ts_QP_100+,Dark Navy
T165076M,4 Pocket Hooded Field Jacket,M&S Collection,"This utility field jacket is perfect for layering up in style. It's lined for comfort and features a secure zip fastening. Four outer pockets with popper fastenings keep your essentials handy. A hood provides protection from the elements.
M&S Collection: easy-to-wear wardrobe staples that combine classic and contemporary styles.",65.00,£,https://www.marksandspencer.com/4-pocket-hooded-field-jacket/p/clp60743660#intid=pid_pg2pip48g4r1c1%7Cprodflag_New,Light Putty
T111103S,The Ultimate Slim Fit Pure Cotton Non Iron Textured Shirt,M&S Collection,,40.00,£,https://www.marksandspencer.com/the-ultimate-non-iron-textured-shirt/p/clp60735968?color=WHITE#intid=pid_pg1pip48g4r12c4%7Cprodflag_New%7Cprodflag_plp_ts_QP_46,White
T171780F,Loose Fit Denim Jeans,M&S Collection,"Low-slung and laid-back, these jeans are cut to a loose fit from durable rigid denim, so they'll look as unique as you do. Authentic detailing comes in the form of the classic five-pocket design, contrast stitching and metal rivets Traditional button and zip fastening. Made from pure cotton. 
 
 M&S Collection: easy-to-wear wardrobe staples that combine classic and contemporary styles.",38.00,£,https://www.marksandspencer.com/loose-fit-denim-jeans/p/clp60757685?color=MIDBLUE#intid=pid_pg1pip48g4r12c3%7Cprodflag_New,Mid Blue
T289242P,Two Layer Sports Shorts,Goodmove,,30.00,£,https://www.marksandspencer.com/sports-short-2-layer-5-inch/p/clp60744124?color=SOFTGREEN#intid=pid_pg1pip48g4r12c2%7Cprodflag_New,Soft Green
T289242P,Two Layer Sports Shorts,Goodmove,,30.00,£,https://www.marksandspencer.com/sports-short-2-layer-5-inch/p/clp60744124?color=BLACK#intid=pid_pg1pip48g4r12c1%7Cprodflag_New%7Cprodflag_plp_ts_CBS_2,Black
T252920M,Pure Cotton Shirt,M&S Collection,,32.00,£,https://www.marksandspencer.com/pure-cotton-shirt/p/clp60744615?color=DARKGREY#intid=pid_pg1pip48g4r11c4%7Cprodflag_New,Dark Grey
T117350J,Regular Fit Luxury Pure Cotton Shirt,JAEGER,,79.00,£,https://www.marksandspencer.com/regular-fit-luxury-pure-cotton-shirt/p/clp60735993#intid=pid_pg1pip48g4r11c3%7Cprodflag_New,Soft White
T252920M,Pure Cotton Shirt,M&S Collection,,32.00,£,https://www.marksandspencer.com/pure-cotton-shirt/p/clp60744615?color=INDIGO#intid=pid_pg1pip48g4r11c2%7Cprodflag_New,Indigo
T303029M,Cotton Blend Funnel Neck Zip Up Jumper,M&S Collection,,45.00,£,https://www.marksandspencer.com/cotton-blend-funnel-neck-zip-up-jumper/p/clp60745624?color=DARKKHAKI#intid=pid_pg1pip48g4r11c1%7Cprodflag_New,Dark Khaki
T252605M,Linen Rich Shirt,M&S Collection,,35.00,£,https://www.marksandspencer.com/linen-rich-shirt/p/clp60748543?color=NAVYMIX#intid=pid_pg1pip48g4r10c4%7Cprodflag_New,Navy Mix
T303029M,Cotton Blend Funnel Neck Zip Up Jumper,M&S Collection,,45.00,£,https://www.marksandspencer.com/cotton-blend-funnel-neck-zip-up-jumper/p/clp60745624?color=DARKNAVY#intid=pid_pg1pip48g4r10c3%7Cprodflag_New%7Cprodflag_plp_ts_CBS_6,Dark Navy
T303001A,Pure Extra Fine Merino Wool V-Neck Jumper,Autograph,"This jumper from our Autograph collection is crafted from pure extra fine pure wool for a soft and luxurious feel. The lightweight knit is made with Merino Perform technology, which helps to regulate body temperature while keeping you cool and dry. A v-neckline adds a smart-casual look to the design. 
 
 Autograph: premium investment pieces featuring contemporary cuts and refined finishing touches.",40.00,£,https://www.marksandspencer.com/pure-extra-fine-merino-wool-v-neck-jumper/p/clp60752718?color=BLACK#intid=pid_pg1pip48g4r10c2%7Cprodflag_New,Black
T171857S,Slim Fit Comfort Denim Jean,M&S Collection,,35.00,£,https://www.marksandspencer.com/slim-fit-comfort-denim-jean/p/clp60748741#intid=pid_pg1pip48g4r10c1%7Cprodflag_New,Black Denim
T252664M,Pure Cotton Corduroy Shirt,M&S Collection,,35.00,£,https://www.marksandspencer.com/corduroy-shirt/p/clp60744853?color=ECRU#intid=pid_pg1pip48g4r9c4%7Cprodflag_New,Ecru
T303001A,Pure Extra Fine Merino Wool V-Neck Jumper,Autograph,"This jumper from our Autograph collection is crafted from pure extra fine pure wool for a soft and luxurious feel. The lightweight knit is made with Merino Perform technology, which helps to regulate body temperature while keeping you cool and dry. A v-neckline adds a smart-casual look to the design. 
 
 Autograph: premium investment pieces featuring contemporary cuts and refined finishing touches.",40.00,£,https://www.marksandspencer.com/pure-extra-fine-merino-wool-v-neck-jumper/p/clp60752718?color=CHARCOAL#intid=pid_pg1pip48g4r9c3%7Cprodflag_New,Charcoal
T303001A,Pure Extra Fine Merino Wool V-Neck Jumper,Autograph,"This jumper from our Autograph collection is crafted from pure extra fine pure wool for a soft and luxurious feel. The lightweight knit is made with Merino Perform technology, which helps to regulate body temperature while keeping you cool and dry. A v-neckline adds a smart-casual look to the design. 
 
 Autograph: premium investment pieces featuring contemporary cuts and refined finishing touches.",40.00,£,https://www.marksandspencer.com/pure-extra-fine-merino-wool-v-neck-jumper/p/clp60752718?color=DARKNAVY#intid=pid_pg1pip48g4r9c2%7Cprodflag_New,Dark Navy
T303001A,Pure Extra Fine Merino Wool V-Neck Jumper,Autograph,"This jumper from our Autograph collection is crafted from pure extra fine pure wool for a soft and luxurious feel. The lightweight knit is made with Merino Perform technology, which helps to regulate body temperature while keeping you cool and dry. A v-neckline adds a smart-casual look to the design. 
 
 Autograph: premium investment pieces featuring contemporary cuts and refined finishing touches.",40.00,£,https://www.marksandspencer.com/pure-extra-fine-merino-wool-v-neck-jumper/p/clp60752718?color=TEALGREEN#intid=pid_pg1pip48g4r9c1%7Cprodflag_New%7Cprodflag_plp_ts_QPH_15,Teal Green
T188895,Pure Cotton Textured Crew Neck T-Shirt,Ted Baker,,45.00,£,https://www.marksandspencer.com/pure-cotton-textured-crew-neck-t-shirt/p/clp23027936#intid=pid_pg1pip48g4r8c4%7Cprodflag_New,White
