product_name,product_description,brand_informatiom,upc,brand,selling_price,regular_price,pdp_url,warranty,breadcrumb,image_url
Autolite Iridium XP Spark Plug  - XP5503,Spark Plug; Iridium; Autolite Iridium XP spark plugs are engineered with an iridium-enhanced fine-wire and a proprietary platinum ground electrode to increase durability while its tapered ground wire maximizes engine efficiency delivering improved engine performance fuel efficiency acceleration and ignitability Engineered with an Iridium-enhanced center electrode and fine-wire design that increases ignitability and provides a more focused ignition for improved engine performance Its proprietary platinum ground electrode provides increased durability and resistance to wear extending the life of the plug The tapered ground wire improves engine ignitability Its high alumina multi-rib ceramic insulator provides thermal conductivity and superior insulation for increased strength while preventing flash-over Designed with a nickel-plated shell that is corrosion resistant to provide increased durability for extended periods,The birth of Autolite(R) began in 1911 when two small companies started producing buggy lamps and became a thriving automotive parts manufacturer by the 1930s. But its history as a spark plug manufacturer began in 1935 when Royce G. Martin President of the Electric Autolite Company equipped and staffed a lab to develop the first Autolite spark plug. Leading the project was Robert Twells a ceramic engineer who eagerly researched current patents and ceramic insulator technology. With a handful of new draftsman and staff members it only took a few months before the Electric Autolite Company had a spark plug available for distribution. Autolite had instant success as the brand supplied spark plugs and other ignition parts to well-known automotive leaders including Chrysler Studebaker Packard and Willys.Since its inception the Autolite(R) brand has provided the automotive aftermarket and Original Equipment manufacturers the highest quality ignition products. We have been in operation for over 100 years and have produced more than 11 billion spark plugs and glow plugs. Our plugs are specifically designed for each application to meet or exceed OE quality and performance. Autolite makes plugs for American Japanese European and Korean cars as well as plugs for Lawn & Garden and Power Sports. Whether it's the top of the line Iridium XP Enhanced Alloy Technology(TM) spark plug the Double Platinum Finewire with platinum-to-platinum firing or any of the other great products in our line we will keep your car running at optimum levels.As a leading supplier of spark plugs ignition wire sets and Coil-on-Plug boots the Autolite brand has the right ignition products for your vehicle regardless of make or model import or domestic.If it's got an engine we make a plug for it! Autolite -America's Best Selling Spark Plug(TM),9100044549,Iridium XP,9.99,9.99,https://www.oreillyauto.com/detail/c/iridium-xp/ignition---tune-up/spark-plugs/b14eb31b13d7/autolite-iridium-xp-spark-plug/ato6/xp5503,Limited Lifetime Warranty,Home > Ignition & Tune-Up > Spark Plugs > Autolite Iridium XP Spark Plug,https://images.oreillyauto.com/parts/img/large/ato/xp5503_front.jpg
Autolite Iridium XP Spark Plug  - XP5663,Spark Plug; Iridium; Autolite Iridium XP spark plugs are engineered with an iridium-enhanced fine-wire and a proprietary platinum ground electrode to increase durability while its tapered ground wire maximizes engine efficiency delivering improved engine performance fuel efficiency acceleration and ignitability Engineered with an Iridium-enhanced center electrode and fine-wire design that increases ignitability and provides a more focused ignition for improved engine performance Its proprietary platinum ground electrode provides increased durability and resistance to wear extending the life of the plug The tapered ground wire improves engine ignitability Its high alumina multi-rib ceramic insulator provides thermal conductivity and superior insulation for increased strength while preventing flash-over Designed with a nickel-plated shell that is corrosion resistant to provide increased durability for extended periods,The birth of Autolite(R) began in 1911 when two small companies started producing buggy lamps and became a thriving automotive parts manufacturer by the 1930s. But its history as a spark plug manufacturer began in 1935 when Royce G. Martin President of the Electric Autolite Company equipped and staffed a lab to develop the first Autolite spark plug. Leading the project was Robert Twells a ceramic engineer who eagerly researched current patents and ceramic insulator technology. With a handful of new draftsman and staff members it only took a few months before the Electric Autolite Company had a spark plug available for distribution. Autolite had instant success as the brand supplied spark plugs and other ignition parts to well-known automotive leaders including Chrysler Studebaker Packard and Willys.Since its inception the Autolite(R) brand has provided the automotive aftermarket and Original Equipment manufacturers the highest quality ignition products. We have been in operation for over 100 years and have produced more than 11 billion spark plugs and glow plugs. Our plugs are specifically designed for each application to meet or exceed OE quality and performance. Autolite makes plugs for American Japanese European and Korean cars as well as plugs for Lawn & Garden and Power Sports. Whether it's the top of the line Iridium XP Enhanced Alloy Technology(TM) spark plug the Double Platinum Finewire with platinum-to-platinum firing or any of the other great products in our line we will keep your car running at optimum levels.As a leading supplier of spark plugs ignition wire sets and Coil-on-Plug boots the Autolite brand has the right ignition products for your vehicle regardless of make or model import or domestic.If it's got an engine we make a plug for it! Autolite -America's Best Selling Spark Plug(TM),9100270306,Iridium XP,9.99,9.99,https://www.oreillyauto.com/detail/c/iridium-xp/ignition---tune-up/spark-plugs/b14eb31b13d7/autolite-iridium-xp-spark-plug/ato6/xp5663,Limited Lifetime Warranty,Home > Ignition & Tune-Up > Spark Plugs > Autolite Iridium XP Spark Plug,https://images.oreillyauto.com/parts/img/large/ato/orly_xp5663_202_ang_primary.jpg
Autolite Iridium XP Spark Plug  - XP5682,Spark Plug; Iridium; Autolite Iridium XP spark plugs are engineered with an iridium-enhanced fine-wire and a proprietary platinum ground electrode to increase durability while its tapered ground wire maximizes engine efficiency delivering improved engine performance fuel efficiency acceleration and ignitability Engineered with an Iridium-enhanced center electrode and fine-wire design that increases ignitability and provides a more focused ignition for improved engine performance Its proprietary platinum ground electrode provides increased durability and resistance to wear extending the life of the plug The tapered ground wire improves engine ignitability Its high alumina multi-rib ceramic insulator provides thermal conductivity and superior insulation for increased strength while preventing flash-over Designed with a nickel-plated shell that is corrosion resistant to provide increased durability for extended periods,The birth of Autolite(R) began in 1911 when two small companies started producing buggy lamps and became a thriving automotive parts manufacturer by the 1930s. But its history as a spark plug manufacturer began in 1935 when Royce G. Martin President of the Electric Autolite Company equipped and staffed a lab to develop the first Autolite spark plug. Leading the project was Robert Twells a ceramic engineer who eagerly researched current patents and ceramic insulator technology. With a handful of new draftsman and staff members it only took a few months before the Electric Autolite Company had a spark plug available for distribution. Autolite had instant success as the brand supplied spark plugs and other ignition parts to well-known automotive leaders including Chrysler Studebaker Packard and Willys.Since its inception the Autolite(R) brand has provided the automotive aftermarket and Original Equipment manufacturers the highest quality ignition products. We have been in operation for over 100 years and have produced more than 11 billion spark plugs and glow plugs. Our plugs are specifically designed for each application to meet or exceed OE quality and performance. Autolite makes plugs for American Japanese European and Korean cars as well as plugs for Lawn & Garden and Power Sports. Whether it's the top of the line Iridium XP Enhanced Alloy Technology(TM) spark plug the Double Platinum Finewire with platinum-to-platinum firing or any of the other great products in our line we will keep your car running at optimum levels.As a leading supplier of spark plugs ignition wire sets and Coil-on-Plug boots the Autolite brand has the right ignition products for your vehicle regardless of make or model import or domestic.If it's got an engine we make a plug for it! Autolite -America's Best Selling Spark Plug(TM),9100267399,Iridium XP,10.99,10.99,https://www.oreillyauto.com/detail/c/iridium-xp/ignition---tune-up/spark-plugs/b14eb31b13d7/autolite-iridium-xp-spark-plug/ato6/xp5682,Limited Lifetime Warranty,Home > Ignition & Tune-Up > Spark Plugs > Autolite Iridium XP Spark Plug,https://images.oreillyauto.com/parts/img/large/ato/xp5682_front.jpg
Autolite Iridium XP Spark Plug  - XP5683,Spark Plug; Iridium; Autolite Iridium XP spark plugs are engineered with an iridium-enhanced fine-wire and a proprietary platinum ground electrode to increase durability while its tapered ground wire maximizes engine efficiency delivering improved engine performance fuel efficiency acceleration and ignitability Engineered with an Iridium-enhanced center electrode and fine-wire design that increases ignitability and provides a more focused ignition for improved engine performance Its proprietary platinum ground electrode provides increased durability and resistance to wear extending the life of the plug The tapered ground wire improves engine ignitability Its high alumina multi-rib ceramic insulator provides thermal conductivity and superior insulation for increased strength while preventing flash-over Designed with a nickel-plated shell that is corrosion resistant to provide increased durability for extended periods,The birth of Autolite(R) began in 1911 when two small companies started producing buggy lamps and became a thriving automotive parts manufacturer by the 1930s. But its history as a spark plug manufacturer began in 1935 when Royce G. Martin President of the Electric Autolite Company equipped and staffed a lab to develop the first Autolite spark plug. Leading the project was Robert Twells a ceramic engineer who eagerly researched current patents and ceramic insulator technology. With a handful of new draftsman and staff members it only took a few months before the Electric Autolite Company had a spark plug available for distribution. Autolite had instant success as the brand supplied spark plugs and other ignition parts to well-known automotive leaders including Chrysler Studebaker Packard and Willys.Since its inception the Autolite(R) brand has provided the automotive aftermarket and Original Equipment manufacturers the highest quality ignition products. We have been in operation for over 100 years and have produced more than 11 billion spark plugs and glow plugs. Our plugs are specifically designed for each application to meet or exceed OE quality and performance. Autolite makes plugs for American Japanese European and Korean cars as well as plugs for Lawn & Garden and Power Sports. Whether it's the top of the line Iridium XP Enhanced Alloy Technology(TM) spark plug the Double Platinum Finewire with platinum-to-platinum firing or any of the other great products in our line we will keep your car running at optimum levels.As a leading supplier of spark plugs ignition wire sets and Coil-on-Plug boots the Autolite brand has the right ignition products for your vehicle regardless of make or model import or domestic.If it's got an engine we make a plug for it! Autolite -America's Best Selling Spark Plug(TM),9100267191,Iridium XP,10.99,10.99,https://www.oreillyauto.com/detail/c/iridium-xp/ignition---tune-up/spark-plugs/b14eb31b13d7/autolite-iridium-xp-spark-plug/ato6/xp5683,Limited Lifetime Warranty,Home > Ignition & Tune-Up > Spark Plugs > Autolite Iridium XP Spark Plug,https://images.oreillyauto.com/parts/img/large/ato/xp5683_front.jpg
Autolite Iridium XP Spark Plug  - XP5684,Spark Plug; Iridium; Autolite Iridium XP spark plugs are engineered with an iridium-enhanced fine-wire and a proprietary platinum ground electrode to increase durability while its tapered ground wire maximizes engine efficiency delivering improved engine performance fuel efficiency acceleration and ignitability Engineered with an Iridium-enhanced center electrode and fine-wire design that increases ignitability and provides a more focused ignition for improved engine performance Its proprietary platinum ground electrode provides increased durability and resistance to wear extending the life of the plug The tapered ground wire improves engine ignitability Its high alumina multi-rib ceramic insulator provides thermal conductivity and superior insulation for increased strength while preventing flash-over Designed with a nickel-plated shell that is corrosion resistant to provide increased durability for extended periods,The birth of Autolite(R) began in 1911 when two small companies started producing buggy lamps and became a thriving automotive parts manufacturer by the 1930s. But its history as a spark plug manufacturer began in 1935 when Royce G. Martin President of the Electric Autolite Company equipped and staffed a lab to develop the first Autolite spark plug. Leading the project was Robert Twells a ceramic engineer who eagerly researched current patents and ceramic insulator technology. With a handful of new draftsman and staff members it only took a few months before the Electric Autolite Company had a spark plug available for distribution. Autolite had instant success as the brand supplied spark plugs and other ignition parts to well-known automotive leaders including Chrysler Studebaker Packard and Willys.Since its inception the Autolite(R) brand has provided the automotive aftermarket and Original Equipment manufacturers the highest quality ignition products. We have been in operation for over 100 years and have produced more than 11 billion spark plugs and glow plugs. Our plugs are specifically designed for each application to meet or exceed OE quality and performance. Autolite makes plugs for American Japanese European and Korean cars as well as plugs for Lawn & Garden and Power Sports. Whether it's the top of the line Iridium XP Enhanced Alloy Technology(TM) spark plug the Double Platinum Finewire with platinum-to-platinum firing or any of the other great products in our line we will keep your car running at optimum levels.As a leading supplier of spark plugs ignition wire sets and Coil-on-Plug boots the Autolite brand has the right ignition products for your vehicle regardless of make or model import or domestic.If it's got an engine we make a plug for it! Autolite -America's Best Selling Spark Plug(TM),9100267276,Iridium XP,10.99,10.99,https://www.oreillyauto.com/detail/c/iridium-xp/ignition---tune-up/spark-plugs/b14eb31b13d7/autolite-iridium-xp-spark-plug/ato6/xp5684,Limited Lifetime Warranty,Home > Ignition & Tune-Up > Spark Plugs > Autolite Iridium XP Spark Plug,https://images.oreillyauto.com/parts/img/large/ato/xp5684_front.jpg
Autolite Iridium XP Spark Plug  - XP5701,Spark Plug; Iridium; Autolite Iridium XP spark plugs are engineered with an iridium-enhanced fine-wire and a proprietary platinum ground electrode to increase durability while its tapered ground wire maximizes engine efficiency delivering improved engine performance fuel efficiency acceleration and ignitability Engineered with an Iridium-enhanced center electrode and fine-wire design that increases ignitability and provides a more focused ignition for improved engine performance Its proprietary platinum ground electrode provides increased durability and resistance to wear extending the life of the plug The tapered ground wire improves engine ignitability Its high alumina multi-rib ceramic insulator provides thermal conductivity and superior insulation for increased strength while preventing flash-over Designed with a nickel-plated shell that is corrosion resistant to provide increased durability for extended periods,The birth of Autolite(R) began in 1911 when two small companies started producing buggy lamps and became a thriving automotive parts manufacturer by the 1930s. But its history as a spark plug manufacturer began in 1935 when Royce G. Martin President of the Electric Autolite Company equipped and staffed a lab to develop the first Autolite spark plug. Leading the project was Robert Twells a ceramic engineer who eagerly researched current patents and ceramic insulator technology. With a handful of new draftsman and staff members it only took a few months before the Electric Autolite Company had a spark plug available for distribution. Autolite had instant success as the brand supplied spark plugs and other ignition parts to well-known automotive leaders including Chrysler Studebaker Packard and Willys.Since its inception the Autolite(R) brand has provided the automotive aftermarket and Original Equipment manufacturers the highest quality ignition products. We have been in operation for over 100 years and have produced more than 11 billion spark plugs and glow plugs. Our plugs are specifically designed for each application to meet or exceed OE quality and performance. Autolite makes plugs for American Japanese European and Korean cars as well as plugs for Lawn & Garden and Power Sports. Whether it's the top of the line Iridium XP Enhanced Alloy Technology(TM) spark plug the Double Platinum Finewire with platinum-to-platinum firing or any of the other great products in our line we will keep your car running at optimum levels.As a leading supplier of spark plugs ignition wire sets and Coil-on-Plug boots the Autolite brand has the right ignition products for your vehicle regardless of make or model import or domestic.If it's got an engine we make a plug for it! Autolite -America's Best Selling Spark Plug(TM),9100267313,Iridium XP,10.99,10.99,https://www.oreillyauto.com/detail/c/iridium-xp/ignition---tune-up/spark-plugs/b14eb31b13d7/autolite-iridium-xp-spark-plug/ato6/xp5701,Limited Lifetime Warranty,Home > Ignition & Tune-Up > Spark Plugs > Autolite Iridium XP Spark Plug,https://images.oreillyauto.com/parts/img/large/ato/orly_xp5701_202_ang_primary.jpg
Autolite Iridium XP Spark Plug  - XP5702,Spark Plug; Iridium; Autolite Iridium XP spark plugs are engineered with an iridium-enhanced fine-wire and a proprietary platinum ground electrode to increase durability while its tapered ground wire maximizes engine efficiency delivering improved engine performance fuel efficiency acceleration and ignitability Engineered with an Iridium-enhanced center electrode and fine-wire design that increases ignitability and provides a more focused ignition for improved engine performance Its proprietary platinum ground electrode provides increased durability and resistance to wear extending the life of the plug The tapered ground wire improves engine ignitability Its high alumina multi-rib ceramic insulator provides thermal conductivity and superior insulation for increased strength while preventing flash-over Designed with a nickel-plated shell that is corrosion resistant to provide increased durability for extended periods,The birth of Autolite(R) began in 1911 when two small companies started producing buggy lamps and became a thriving automotive parts manufacturer by the 1930s. But its history as a spark plug manufacturer began in 1935 when Royce G. Martin President of the Electric Autolite Company equipped and staffed a lab to develop the first Autolite spark plug. Leading the project was Robert Twells a ceramic engineer who eagerly researched current patents and ceramic insulator technology. With a handful of new draftsman and staff members it only took a few months before the Electric Autolite Company had a spark plug available for distribution. Autolite had instant success as the brand supplied spark plugs and other ignition parts to well-known automotive leaders including Chrysler Studebaker Packard and Willys.Since its inception the Autolite(R) brand has provided the automotive aftermarket and Original Equipment manufacturers the highest quality ignition products. We have been in operation for over 100 years and have produced more than 11 billion spark plugs and glow plugs. Our plugs are specifically designed for each application to meet or exceed OE quality and performance. Autolite makes plugs for American Japanese European and Korean cars as well as plugs for Lawn & Garden and Power Sports. Whether it's the top of the line Iridium XP Enhanced Alloy Technology(TM) spark plug the Double Platinum Finewire with platinum-to-platinum firing or any of the other great products in our line we will keep your car running at optimum levels.As a leading supplier of spark plugs ignition wire sets and Coil-on-Plug boots the Autolite brand has the right ignition products for your vehicle regardless of make or model import or domestic.If it's got an engine we make a plug for it! Autolite -America's Best Selling Spark Plug(TM),9100267214,Iridium XP,10.99,10.99,https://www.oreillyauto.com/detail/c/iridium-xp/ignition---tune-up/spark-plugs/b14eb31b13d7/autolite-iridium-xp-spark-plug/ato6/xp5702,Limited Lifetime Warranty,Home > Ignition & Tune-Up > Spark Plugs > Autolite Iridium XP Spark Plug,https://images.oreillyauto.com/parts/img/large/ato/orly_xp5702_202_ang_primary.jpg
Autolite Iridium XP Spark Plug  - XP5703,Spark Plug; Iridium; Autolite Iridium XP spark plugs are engineered with an iridium-enhanced fine-wire and a proprietary platinum ground electrode to increase durability while its tapered ground wire maximizes engine efficiency delivering improved engine performance fuel efficiency acceleration and ignitability Engineered with an Iridium-enhanced center electrode and fine-wire design that increases ignitability and provides a more focused ignition for improved engine performance Its proprietary platinum ground electrode provides increased durability and resistance to wear extending the life of the plug The tapered ground wire improves engine ignitability Its high alumina multi-rib ceramic insulator provides thermal conductivity and superior insulation for increased strength while preventing flash-over Designed with a nickel-plated shell that is corrosion resistant to provide increased durability for extended periods,The birth of Autolite(R) began in 1911 when two small companies started producing buggy lamps and became a thriving automotive parts manufacturer by the 1930s. But its history as a spark plug manufacturer began in 1935 when Royce G. Martin President of the Electric Autolite Company equipped and staffed a lab to develop the first Autolite spark plug. Leading the project was Robert Twells a ceramic engineer who eagerly researched current patents and ceramic insulator technology. With a handful of new draftsman and staff members it only took a few months before the Electric Autolite Company had a spark plug available for distribution. Autolite had instant success as the brand supplied spark plugs and other ignition parts to well-known automotive leaders including Chrysler Studebaker Packard and Willys.Since its inception the Autolite(R) brand has provided the automotive aftermarket and Original Equipment manufacturers the highest quality ignition products. We have been in operation for over 100 years and have produced more than 11 billion spark plugs and glow plugs. Our plugs are specifically designed for each application to meet or exceed OE quality and performance. Autolite makes plugs for American Japanese European and Korean cars as well as plugs for Lawn & Garden and Power Sports. Whether it's the top of the line Iridium XP Enhanced Alloy Technology(TM) spark plug the Double Platinum Finewire with platinum-to-platinum firing or any of the other great products in our line we will keep your car running at optimum levels.As a leading supplier of spark plugs ignition wire sets and Coil-on-Plug boots the Autolite brand has the right ignition products for your vehicle regardless of make or model import or domestic.If it's got an engine we make a plug for it! Autolite -America's Best Selling Spark Plug(TM),9100267375,Iridium XP,10.99,10.99,https://www.oreillyauto.com/detail/c/iridium-xp/ignition---tune-up/spark-plugs/b14eb31b13d7/autolite-iridium-xp-spark-plug/ato6/xp5703,Limited Lifetime Warranty,Home > Ignition & Tune-Up > Spark Plugs > Autolite Iridium XP Spark Plug,https://images.oreillyauto.com/parts/img/large/ato/xp5703_front.jpg
Autolite Iridium XP Spark Plug  - XP5862,Spark Plug; Iridium; Autolite Iridium XP spark plugs are engineered with an iridium-enhanced fine-wire and a proprietary platinum ground electrode to increase durability while its tapered ground wire maximizes engine efficiency delivering improved engine performance fuel efficiency acceleration and ignitability Engineered with an Iridium-enhanced center electrode and fine-wire design that increases ignitability and provides a more focused ignition for improved engine performance Its proprietary platinum ground electrode provides increased durability and resistance to wear extending the life of the plug The tapered ground wire improves engine ignitability Its high alumina multi-rib ceramic insulator provides thermal conductivity and superior insulation for increased strength while preventing flash-over Designed with a nickel-plated shell that is corrosion resistant to provide increased durability for extended periods,The birth of Autolite(R) began in 1911 when two small companies started producing buggy lamps and became a thriving automotive parts manufacturer by the 1930s. But its history as a spark plug manufacturer began in 1935 when Royce G. Martin President of the Electric Autolite Company equipped and staffed a lab to develop the first Autolite spark plug. Leading the project was Robert Twells a ceramic engineer who eagerly researched current patents and ceramic insulator technology. With a handful of new draftsman and staff members it only took a few months before the Electric Autolite Company had a spark plug available for distribution. Autolite had instant success as the brand supplied spark plugs and other ignition parts to well-known automotive leaders including Chrysler Studebaker Packard and Willys.Since its inception the Autolite(R) brand has provided the automotive aftermarket and Original Equipment manufacturers the highest quality ignition products. We have been in operation for over 100 years and have produced more than 11 billion spark plugs and glow plugs. Our plugs are specifically designed for each application to meet or exceed OE quality and performance. Autolite makes plugs for American Japanese European and Korean cars as well as plugs for Lawn & Garden and Power Sports. Whether it's the top of the line Iridium XP Enhanced Alloy Technology(TM) spark plug the Double Platinum Finewire with platinum-to-platinum firing or any of the other great products in our line we will keep your car running at optimum levels.As a leading supplier of spark plugs ignition wire sets and Coil-on-Plug boots the Autolite brand has the right ignition products for your vehicle regardless of make or model import or domestic.If it's got an engine we make a plug for it! Autolite -America's Best Selling Spark Plug(TM),9100271006,Iridium XP,,,https://www.oreillyauto.com/detail/c/iridium-xp/ignition---tune-up/spark-plugs/b14eb31b13d7/autolite-iridium-xp-spark-plug/ato6/xp5862,Limited Lifetime Warranty,Home > Ignition & Tune-Up > Spark Plugs > Autolite Iridium XP Spark Plug,https://images.oreillyauto.com/parts/img/large/ato/xp5862_angle.jpg
Autolite Iridium XP Spark Plug  - XP5863,Spark Plug; Iridium; Autolite Iridium XP spark plugs are engineered with an iridium-enhanced fine-wire and a proprietary platinum ground electrode to increase durability while its tapered ground wire maximizes engine efficiency delivering improved engine performance fuel efficiency acceleration and ignitability Engineered with an Iridium-enhanced center electrode and fine-wire design that increases ignitability and provides a more focused ignition for improved engine performance Its proprietary platinum ground electrode provides increased durability and resistance to wear extending the life of the plug The tapered ground wire improves engine ignitability Its high alumina multi-rib ceramic insulator provides thermal conductivity and superior insulation for increased strength while preventing flash-over Designed with a nickel-plated shell that is corrosion resistant to provide increased durability for extended periods,The birth of Autolite(R) began in 1911 when two small companies started producing buggy lamps and became a thriving automotive parts manufacturer by the 1930s. But its history as a spark plug manufacturer began in 1935 when Royce G. Martin President of the Electric Autolite Company equipped and staffed a lab to develop the first Autolite spark plug. Leading the project was Robert Twells a ceramic engineer who eagerly researched current patents and ceramic insulator technology. With a handful of new draftsman and staff members it only took a few months before the Electric Autolite Company had a spark plug available for distribution. Autolite had instant success as the brand supplied spark plugs and other ignition parts to well-known automotive leaders including Chrysler Studebaker Packard and Willys.Since its inception the Autolite(R) brand has provided the automotive aftermarket and Original Equipment manufacturers the highest quality ignition products. We have been in operation for over 100 years and have produced more than 11 billion spark plugs and glow plugs. Our plugs are specifically designed for each application to meet or exceed OE quality and performance. Autolite makes plugs for American Japanese European and Korean cars as well as plugs for Lawn & Garden and Power Sports. Whether it's the top of the line Iridium XP Enhanced Alloy Technology(TM) spark plug the Double Platinum Finewire with platinum-to-platinum firing or any of the other great products in our line we will keep your car running at optimum levels.As a leading supplier of spark plugs ignition wire sets and Coil-on-Plug boots the Autolite brand has the right ignition products for your vehicle regardless of make or model import or domestic.If it's got an engine we make a plug for it! Autolite -America's Best Selling Spark Plug(TM),9100268051,Iridium XP,10.99,10.99,https://www.oreillyauto.com/detail/c/iridium-xp/ignition---tune-up/spark-plugs/b14eb31b13d7/autolite-iridium-xp-spark-plug/ato6/xp5863,Limited Lifetime Warranty,Home > Ignition & Tune-Up > Spark Plugs > Autolite Iridium XP Spark Plug,https://images.oreillyauto.com/parts/img/large/ato/orly_xp5863_202_ang_primary.jpg
Autolite Iridium XP Spark Plug  - XP6003,Spark Plug; Iridium; Autolite Iridium XP spark plugs are engineered with an iridium-enhanced fine-wire and a proprietary platinum ground electrode to increase durability while its tapered ground wire maximizes engine efficiency delivering improved engine performance fuel efficiency acceleration and ignitability Engineered with an Iridium-enhanced center electrode and fine-wire design that increases ignitability and provides a more focused ignition for improved engine performance Its proprietary platinum ground electrode provides increased durability and resistance to wear extending the life of the plug The tapered ground wire improves engine ignitability Its high alumina multi-rib ceramic insulator provides thermal conductivity and superior insulation for increased strength while preventing flash-over Designed with a nickel-plated shell that is corrosion resistant to provide increased durability for extended periods,The birth of Autolite(R) began in 1911 when two small companies started producing buggy lamps and became a thriving automotive parts manufacturer by the 1930s. But its history as a spark plug manufacturer began in 1935 when Royce G. Martin President of the Electric Autolite Company equipped and staffed a lab to develop the first Autolite spark plug. Leading the project was Robert Twells a ceramic engineer who eagerly researched current patents and ceramic insulator technology. With a handful of new draftsman and staff members it only took a few months before the Electric Autolite Company had a spark plug available for distribution. Autolite had instant success as the brand supplied spark plugs and other ignition parts to well-known automotive leaders including Chrysler Studebaker Packard and Willys.Since its inception the Autolite(R) brand has provided the automotive aftermarket and Original Equipment manufacturers the highest quality ignition products. We have been in operation for over 100 years and have produced more than 11 billion spark plugs and glow plugs. Our plugs are specifically designed for each application to meet or exceed OE quality and performance. Autolite makes plugs for American Japanese European and Korean cars as well as plugs for Lawn & Garden and Power Sports. Whether it's the top of the line Iridium XP Enhanced Alloy Technology(TM) spark plug the Double Platinum Finewire with platinum-to-platinum firing or any of the other great products in our line we will keep your car running at optimum levels.As a leading supplier of spark plugs ignition wire sets and Coil-on-Plug boots the Autolite brand has the right ignition products for your vehicle regardless of make or model import or domestic.If it's got an engine we make a plug for it! Autolite -America's Best Selling Spark Plug(TM),9100267528,Iridium XP,9.99,9.99,https://www.oreillyauto.com/detail/c/iridium-xp/ignition---tune-up/spark-plugs/b14eb31b13d7/autolite-iridium-xp-spark-plug/ato6/xp6003,Limited Lifetime Warranty,Home > Ignition & Tune-Up > Spark Plugs > Autolite Iridium XP Spark Plug,https://images.oreillyauto.com/parts/img/large/ato/xp6003_front.jpg
Autolite Iridium XP Spark Plug  - XP6043,Spark Plug; Iridium; Autolite Iridium XP spark plugs are engineered with an iridium-enhanced fine-wire and a proprietary platinum ground electrode to increase durability while its tapered ground wire maximizes engine efficiency delivering improved engine performance fuel efficiency acceleration and ignitability Engineered with an Iridium-enhanced center electrode and fine-wire design that increases ignitability and provides a more focused ignition for improved engine performance Its proprietary platinum ground electrode provides increased durability and resistance to wear extending the life of the plug The tapered ground wire improves engine ignitability Its high alumina multi-rib ceramic insulator provides thermal conductivity and superior insulation for increased strength while preventing flash-over Designed with a nickel-plated shell that is corrosion resistant to provide increased durability for extended periods,The birth of Autolite(R) began in 1911 when two small companies started producing buggy lamps and became a thriving automotive parts manufacturer by the 1930s. But its history as a spark plug manufacturer began in 1935 when Royce G. Martin President of the Electric Autolite Company equipped and staffed a lab to develop the first Autolite spark plug. Leading the project was Robert Twells a ceramic engineer who eagerly researched current patents and ceramic insulator technology. With a handful of new draftsman and staff members it only took a few months before the Electric Autolite Company had a spark plug available for distribution. Autolite had instant success as the brand supplied spark plugs and other ignition parts to well-known automotive leaders including Chrysler Studebaker Packard and Willys.Since its inception the Autolite(R) brand has provided the automotive aftermarket and Original Equipment manufacturers the highest quality ignition products. We have been in operation for over 100 years and have produced more than 11 billion spark plugs and glow plugs. Our plugs are specifically designed for each application to meet or exceed OE quality and performance. Autolite makes plugs for American Japanese European and Korean cars as well as plugs for Lawn & Garden and Power Sports. Whether it's the top of the line Iridium XP Enhanced Alloy Technology(TM) spark plug the Double Platinum Finewire with platinum-to-platinum firing or any of the other great products in our line we will keep your car running at optimum levels.As a leading supplier of spark plugs ignition wire sets and Coil-on-Plug boots the Autolite brand has the right ignition products for your vehicle regardless of make or model import or domestic.If it's got an engine we make a plug for it! Autolite -America's Best Selling Spark Plug(TM),9100267917,Iridium XP,10.99,10.99,https://www.oreillyauto.com/detail/c/iridium-xp/ignition---tune-up/spark-plugs/b14eb31b13d7/autolite-iridium-xp-spark-plug/ato6/xp6043,Limited Lifetime Warranty,Home > Ignition & Tune-Up > Spark Plugs > Autolite Iridium XP Spark Plug,https://images.oreillyauto.com/parts/img/large/ato/xp6043_front.jpg
