price,description,specification,images,location,contact_info
508526.60,,"{'Year': '2025', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': 'MP-S300', 'Condition': 'New', 'Stock Number': 'VC0725558031DS058', 'MLS Number': '13718788', 'Serial Number': 'MP2407183013', 'Video': ' Watch Video'}","['https://d2uhsaoc6ysewq.cloudfront.net/51529/Skid-Steers-MACHPRO-MPS300-59444755.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51529/Skid-Steers-MACHPRO-MPS300-59444761.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51529/Skid-Steers-MACHPRO-MPS300-59444766.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51529/Skid-Steers-MACHPRO-MPS300-59444773.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51529/Skid-Steers-MACHPRO-MPS300-59444779.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51529/Skid-Steers-MACHPRO-MPS300-59444785.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51529/Skid-Steers-MACHPRO-MPS300-59444791.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51529/Skid-Steers-MACHPRO-MPS300-59444797.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51529/Skid-Steers-MACHPRO-MPS300-59444803.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51529/Skid-Steers-MACHPRO-MPS300-59444806.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51529/Skid-Steers-MACHPRO-MPS300-59444810.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51529/Skid-Steers-MACHPRO-MPS300-59444814.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51529/Skid-Steers-MACHPRO-MPS300-59444821.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51529/Skid-Steers-MACHPRO-MPS300-59444827.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51529/Skid-Steers-MACHPRO-MPS300-59444834.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51529/Skid-Steers-MACHPRO-MPS300-59444840.jpg']"," Located in Orem, UT, US",+1 877-214-6690
17526632.30,"Air Conditioner,Bar Axle,Differential Lock,Lighting,PTO-RPM - 1000,Radar,Radio,Remotes","{'Year': '2012', 'Category': 'Tractors', 'Manufacturer': ' ', 'Model': '9360R', 'Condition': 'Used', 'Stock Number': '25-5033', 'MLS Number': '13599225', 'Serial Number': '1RW9360RCBP001175', 'Usage': '3,130 Hours', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/62377/Tractors-John-Deere-9360R-57427189.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/62377/Tractors-John-Deere-9360R-57427191.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/62377/Tractors-John-Deere-9360R-57427193.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/62377/Tractors-John-Deere-9360R-57427195.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/62377/Tractors-John-Deere-9360R-57427197.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/62377/Tractors-John-Deere-9360R-57427199.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/62377/Tractors-John-Deere-9360R-57427200.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/62377/Tractors-John-Deere-9360R-57427202.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/62377/Tractors-John-Deere-9360R-57427203.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/62377/Tractors-John-Deere-9360R-57427204.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/62377/Tractors-John-Deere-9360R-57427205.jpg']"," Located in Dix, IL, US",+1 319-643-6312
7189514.00,"BATTERY,EXTRA HEAVY DUTY, DISC,CERTIFICATION ARR, P65,CONTROL, ISO, PROP, WT,COUNTERWEIGHT,MACHINE,EXTERNAL,DEBRIS MGMT PKG, NONE (DM0),DISPLAY, ADVANCED, LCD, CAMERA,DOOR, CAB, POLYCARBONATE,ENGINE SN#2NC1334,FAN,COOLING, DEMAND, REVERSING,FILM, RIDE CONTROL, ANSI,FILM, SELF LEVEL, ANSI,FILM,TWO SPEED W/HIGH FLOW XPS,HOT LIST,HYDRAULICS, PERFORMANCE, (H3),INSTRUCTIONS, ANSI, USA,LANE 3 ORDER,LIGHTS, LED,Online Owner's Manual ,OTO DISC,PACK, DOMESTIC TRUCK,PRODUCT LINK, CELLULAR PL243,QUICK COUPLER, HYDRAULIC,REAR LIGHTS,Ride Control,ROPS, ENCLOSED WITH A/C (C3),RUBBER BELT, 2 SPD, TF IDLERS,SEAT BELT, 2"",SEAT,AIR SUSPENSION,CLOTH,HEAT,SERIALIZED TECHNICAL MEDIA KIT,SHIPPING/STORAGE PROTECTION,STANDARD RADIO(12V),BLUETOOTH,TRACK,RUBBER,450MM(17.7 IN)BAR","{'Year': '2022', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '299D3', 'Condition': 'Used', 'Stock Number': 'TDY98125', 'MLS Number': '13734258', 'Serial Number': 'DY908125', 'Usage': '419 Hours', 'Drive Type': 'Track', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/51034/Skid-Steers-Caterpillar-299D3-59518981.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51034/Skid-Steers-Caterpillar-299D3-59518982.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51034/Skid-Steers-Caterpillar-299D3-59518984.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51034/Skid-Steers-Caterpillar-299D3-59518985.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51034/Skid-Steers-Caterpillar-299D3-59518988.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51034/Skid-Steers-Caterpillar-299D3-59518990.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51034/Skid-Steers-Caterpillar-299D3-59518992.jpg']"," Located in Charlotte, NC, US",+1 844-414-0116
2411117.50,1900 Hours,"{'Year': '2019', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': 'TR270', 'Condition': 'Used', 'Stock Number': '1423', 'MLS Number': '13397900', 'Serial Number': 'NKM480014', 'Usage': '1,900 Hours', 'Drive Type': 'Track', 'Enclosed Cab': 'No'}",['https://d2uhsaoc6ysewq.cloudfront.net/58990/Skid-Steers-Case-TR270-54545487.jpg']," Located in Bowling Green, KY, US",+1 855-745-1309
3936697.30,"BATTERY,EXTRA HEAVY DUTY, DISC,CAB PACKAGE, PRO PLUS,CAT  289D3 CTL TRACK LOADER,CERTIFICATION ARR, P65,DOOR, CAB, GLASS,FILM, RIDE CONTROL, ANSI,FILM, SELF LEVEL, ANSI,HEATER, ENGINE COOLANT, 120V,INSTRUCTIONS, ANSI, USA,LANE 3 ORDER,Online Owner's Manual ,PACK, DOMESTIC TRUCK,PRODUCT LINK, CELLULAR PL243,REAR LIGHTS,Ride Control,SEAT BELT, 2"",SERIALIZED TECHNICAL MEDIA KIT,TRACK,RUBBER,450MM(17.7 IN)BAR","{'Year': '2020', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '289D3', 'Condition': 'Used', 'Stock Number': 'JX902489', 'MLS Number': '12435641', 'Serial Number': 'JX902489', 'Usage': '2,820 Hours', 'Drive Type': 'Track', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/43356/Skid-Steers-Caterpillar-289D3-42279420.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43356/Skid-Steers-Caterpillar-289D3-42279421.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43356/Skid-Steers-Caterpillar-289D3-42279422.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43356/Skid-Steers-Caterpillar-289D3-42279423.jpg']"," Located in Knoxville, TN, US",+1 855-934-5242
5260620.00,"2018 CATERPILLAR 249D CT LOADER,6-TIE DOWN POINTS, WIPER,,801/01/12/23,ANTI-THEFT SECURITY SYSTEM,AS IS / AS RECEIVED,BATTERY,HD,DISCONNECT, 850 CCA,BUCKET-GP, 68"", BOCE,CERTIFICATION ARR, (US/CANADA),CONSIGNMENT / BOGGS, KEVIN,CONTROL, ISO, PROP,CONVERSION ARRANGEMENT,COUNTERWEIGHT,MACHINE,EXTERNAL,DISPLAY, ADVANCED, LCD, CAMERA,DOOR, CAB, POLYCARBONATE,DUAL SELF LEVELING,(ILEV),ENGINE,C2.2 CRDI, 67HP, TIER 4,FAN, COOLING, DEMAND,FLOOR MAT,TRAVEL ALARM,12V PORT,HEATER, ENGINE BLOCK, 120V,INCLUDES: STANDARD FLOW @18 GPM,KIT, RADIO AM/FM/BLUETOOTH,KIT,WT ELECT CONTROL, DLX     IN,LIGHTS, LED,Online Owner's Manual ,PACKAGE, PERFORMANCE, (H2),PRODUCT LINK, CELLULAR PL240,QUICK COUPLER, HYDRAULIC,RADIO READY,REARVIEW MIRROR, BEACON OUTLET,RIDE CONTROL,ROPS,ENCLOSED W/AC,HEAT,DEF (C3),RUBBER BELT, 1 SPD, D/S IDLER,SEAT BELT, 2"",SEAT,AIR SUSPENSION,CLOTH,HEAT,SERIALIZED TECHNICAL MEDIA KIT,TRACK,RUB,320MM(12.6"")BLCK @38%","{'Year': '2018', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '249D', 'Condition': 'Used', 'Stock Number': '505405', 'MLS Number': '11937268', 'Serial Number': 'GWR02704', 'Usage': '1,002 Hours', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/42766/Skid-Steers-Caterpillar-249D-34991796.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42766/Skid-Steers-Caterpillar-249D-34991797.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42766/Skid-Steers-Caterpillar-249D-34991798.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42766/Skid-Steers-Caterpillar-249D-34991799.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42766/Skid-Steers-Caterpillar-249D-34991800.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42766/Skid-Steers-Caterpillar-249D-34991801.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42766/Skid-Steers-Caterpillar-249D-34991802.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42766/Skid-Steers-Caterpillar-249D-34991803.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42766/Skid-Steers-Caterpillar-249D-34991804.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42766/Skid-Steers-Caterpillar-249D-34991805.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42766/Skid-Steers-Caterpillar-249D-34991806.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42766/Skid-Steers-Caterpillar-249D-34991807.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42766/Skid-Steers-Caterpillar-249D-34991808.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42766/Skid-Steers-Caterpillar-249D-34991809.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42766/Skid-Steers-Caterpillar-249D-34991810.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42766/Skid-Steers-Caterpillar-249D-34991811.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42766/Skid-Steers-Caterpillar-249D-34991812.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42766/Skid-Steers-Caterpillar-249D-34991813.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42766/Skid-Steers-Caterpillar-249D-34991814.jpg']"," Located in Aurora, CO, US",+1 855-724-5908
2191925.00,"Air Conditioner,Auxiliary Hydraulics Flow - Standard Flow,Auxiliary Hydraulics Pressure - High Pressure,Coupler Type - Hydraulic,Forks,Heater / Defroster,Lighting,Online Owner's Manual ,ROPS - Enclosed,Self Leveling","{'Year': '2007', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '256C', 'Condition': 'Used', 'Stock Number': 'CNE000384', 'MLS Number': '13665364', 'Serial Number': 'DWS00288', 'Usage': '2,032 Hours', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/42686/Skid-Steers-Caterpillar-256C-58388740.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42686/Skid-Steers-Caterpillar-256C-58388742.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42686/Skid-Steers-Caterpillar-256C-58388743.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42686/Skid-Steers-Caterpillar-256C-58388745.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42686/Skid-Steers-Caterpillar-256C-58388747.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42686/Skid-Steers-Caterpillar-256C-58388748.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42686/Skid-Steers-Caterpillar-256C-58388750.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42686/Skid-Steers-Caterpillar-256C-58388752.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42686/Skid-Steers-Caterpillar-256C-58388754.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42686/Skid-Steers-Caterpillar-256C-58388755.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42686/Skid-Steers-Caterpillar-256C-58388757.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42686/Skid-Steers-Caterpillar-256C-58388759.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42686/Skid-Steers-Caterpillar-256C-58388760.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42686/Skid-Steers-Caterpillar-256C-58388762.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42686/Skid-Steers-Caterpillar-256C-58388764.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42686/Skid-Steers-Caterpillar-256C-58388765.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42686/Skid-Steers-Caterpillar-256C-58388767.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42686/Skid-Steers-Caterpillar-256C-58388768.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42686/Skid-Steers-Caterpillar-256C-58388769.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42686/Skid-Steers-Caterpillar-256C-58388771.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42686/Skid-Steers-Caterpillar-256C-58388772.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42686/Skid-Steers-Caterpillar-256C-58388774.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42686/Skid-Steers-Caterpillar-256C-58388776.jpg']"," Located in Spartanburg, SC, US",+1 844-771-8118
1665863.00,"2 Speed Travel,Air Conditioner,Auxiliary Hydraulics Flow - Standard Flow,Auxiliary Hydraulics Pressure - Medium Pressure,Bucket,Coupler Type - Electric,Emissions Level - EPA - Tier4,Emissions Level - EU - Stage3b,Emissions Level - Japan - 2013 Regulation,Emissions Level - Switzerland - Switzerland,Hand and Foot Control,Heater / Defroster,Lighting,Online Owner's Manual ,Radio - AM FM Radio,Regulatory Marking,Regulatory Status,ROPS - Enclosed,Self Leveling,Tier 1 Compliant,Tier 2 Compliant,Ultra Low Sulfur Diesel Fuel","{'Year': '2015', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '262D', 'Condition': 'Used', 'Stock Number': '83997', 'MLS Number': '13717399', 'Serial Number': 'DTB04173', 'Usage': '5,073 Hours', 'Drive Type': '4WD', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/42824/Skid-Steers-Caterpillar-262D-59197731.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42824/Skid-Steers-Caterpillar-262D-59197733.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42824/Skid-Steers-Caterpillar-262D-59197735.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42824/Skid-Steers-Caterpillar-262D-59197737.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42824/Skid-Steers-Caterpillar-262D-59197738.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42824/Skid-Steers-Caterpillar-262D-59197740.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42824/Skid-Steers-Caterpillar-262D-59197741.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42824/Skid-Steers-Caterpillar-262D-59197742.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42824/Skid-Steers-Caterpillar-262D-59197744.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42824/Skid-Steers-Caterpillar-262D-59197746.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42824/Skid-Steers-Caterpillar-262D-59197748.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42824/Skid-Steers-Caterpillar-262D-59197750.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42824/Skid-Steers-Caterpillar-262D-59197752.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42824/Skid-Steers-Caterpillar-262D-59197755.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42824/Skid-Steers-Caterpillar-262D-59197756.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42824/Skid-Steers-Caterpillar-262D-59197758.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42824/Skid-Steers-Caterpillar-262D-59197761.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42824/Skid-Steers-Caterpillar-262D-59197763.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42824/Skid-Steers-Caterpillar-262D-59197765.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42824/Skid-Steers-Caterpillar-262D-59197767.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42824/Skid-Steers-Caterpillar-262D-59197769.jpg']"," Located in Lavergne, TN, US",+1 855-458-0291
3980535.80,"*CONTROL, ISO, PROP, WT,*DISPLAY, ADVANCED, LCD, CAMERA,*FAN, COOLING, DEMAND,*FILM, TWO SPEED,*HYDRAULICS, PERFORMANCE (H2),*LIGHTS, LED,*POWERTRAIN, TWO SPEED,*QUICK COUPLER, HYDRAULIC,*RADIO, AM/FM, BLUETOOTH,*ROPS, ENCLOSED WITH A/C (C3),*SEAT,AIR SUSPENSION,CLOTH,HEAT,BATTERY,HD,DISCONNECT, 850 CCA,CAB PACKAGE, PRO PLUS,CERTIFICATION ARR, P65,COUNTERWEIGHT,MACHINE,EXTERNAL,DOOR, CAB, GLASS,HEATER, ENGINE BLOCK, 120V,HYDRAULIC OIL, STANDARD,INSTRUCTIONS, ANSI, USA,INSTRUCTIONS, ENGLISH,LANE 3 ORDER,Online Owner's Manual ,PACKING, ROLL ON - ROLL OFF,PRICED 09/27/24 KR,PRODUCT LINK, CELLULAR PL243,REAR LIGHTS,RIDE CONTROL, NONE,SEAT BELT, 2"",SHIPPING/STORAGE PROTECTION,TIRES, 10/16.5 GA 8PR","{'Year': '2022', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '226D3', 'Condition': 'Used', 'Stock Number': 'BCP01153', 'MLS Number': '11877500', 'Serial Number': 'EK501381', 'Usage': '2,090 Hours', 'Drive Type': '4WD', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/42751/Skid-Steers-Caterpillar-226D3-34325619.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42751/Skid-Steers-Caterpillar-226D3-34325620.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42751/Skid-Steers-Caterpillar-226D3-34325621.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42751/Skid-Steers-Caterpillar-226D3-34325622.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42751/Skid-Steers-Caterpillar-226D3-34325623.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42751/Skid-Steers-Caterpillar-226D3-34325624.jpg']"," Located in Cedar City, UT, US",+1 833-275-9855
3489544.60,"2 Speed Travel,Air Conditioner,Auxiliary Hydraulics Pressure - High Pressure,Bucket,Coupler Type - Mechanical,Hand and Foot Control,Heater / Defroster,Lighting,Online Owner's Manual ,Pilot Control,Radio - AM FM Radio,ROPS - Enclosed,Tier 1 Compliant,Ultra Low Sulfur Diesel Fuel","{'Year': '2022', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '242D3', 'Condition': 'Used', 'Stock Number': 'UC16582', 'MLS Number': '13081062', 'Serial Number': 'HSX02351', 'Usage': '3,093 Hours', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/42752/Skid-Steers-Caterpillar-242D3-50165327.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42752/Skid-Steers-Caterpillar-242D3-50165328.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42752/Skid-Steers-Caterpillar-242D3-50165329.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42752/Skid-Steers-Caterpillar-242D3-50165330.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42752/Skid-Steers-Caterpillar-242D3-50165331.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42752/Skid-Steers-Caterpillar-242D3-50165332.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42752/Skid-Steers-Caterpillar-242D3-50165333.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42752/Skid-Steers-Caterpillar-242D3-50165334.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42752/Skid-Steers-Caterpillar-242D3-50165335.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42752/Skid-Steers-Caterpillar-242D3-50165336.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42752/Skid-Steers-Caterpillar-242D3-50165337.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42752/Skid-Steers-Caterpillar-242D3-50165338.jpg']"," Located in Austell, GA, US",+1 855-940-5926
2981018.00,,"{'Year': '1986', 'Category': 'Live Floor Trailers', 'Manufacturer': ' ', 'Model': '48ft', 'Condition': 'Used', 'Stock Number': '24-7016', 'MLS Number': '13242338'}","['https://d2uhsaoc6ysewq.cloudfront.net/51872/Belt-Trailers-Lufkin-48ft-52339183.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51872/Belt-Trailers-Lufkin-48ft-52339177.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51872/Belt-Trailers-Lufkin-48ft-52339178.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51872/Belt-Trailers-Lufkin-48ft-52339179.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51872/Belt-Trailers-Lufkin-48ft-52339180.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51872/Belt-Trailers-Lufkin-48ft-52339181.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51872/Belt-Trailers-Lufkin-48ft-52339182.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51872/Belt-Trailers-Lufkin-48ft-52339184.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51872/Belt-Trailers-Lufkin-48ft-52339185.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51872/Belt-Trailers-Lufkin-48ft-52339186.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51872/Belt-Trailers-Lufkin-48ft-52339187.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51872/Belt-Trailers-Lufkin-48ft-52339188.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51872/Belt-Trailers-Lufkin-48ft-52339189.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/51872/Belt-Trailers-Lufkin-48ft-52339190.jpg']"," Located in Bakersfield, CA, US",+1 833-765-7465
2454956.00,"BATTERY, HEAVY DUTY, 850 CCA,CERTIFICATION ARR, (US/CANADA),CONVERSION ARRANGEMENT,DISPLAY, BASIC, ANTI-THEFT,DOOR, CAB, POLYCARBONATE,FAN, COOLING, DEMAND,INSTRUCTIONS, ANSI, USA,LANE 3 ORDER,LIGHTS, LED,ONE SPEED,Online Owner's Manual ,PACK, DOMESTIC TRUCK,PACKAGE, PERFORMANCE (H2),PRODUCT LINK, CELLULAR PL641,QUICK COUPLER, HYDRAULIC,RADIO READY,ROPS, ENCLOSED WITH A/C (C3),SEAT BELT, 2"",SEAT, SUSPENSION, VINYL,SERIALIZED TECHNICAL MEDIA KIT,SHIPPING/STORAGE PROTECTION,TIRES, 12/16.5 CAT 10PR","{'Year': '2018', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '236D', 'Condition': 'Used', 'Stock Number': 'BGZ4476', 'MLS Number': '13651822', 'Serial Number': 'BGZ04476', 'Usage': '2,168 Hours', 'Drive Type': '4WD', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/42832/Skid-Steers-Caterpillar-236D-58169277.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42832/Skid-Steers-Caterpillar-236D-58169279.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42832/Skid-Steers-Caterpillar-236D-58169281.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42832/Skid-Steers-Caterpillar-236D-58169283.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42832/Skid-Steers-Caterpillar-236D-58169285.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42832/Skid-Steers-Caterpillar-236D-58169286.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42832/Skid-Steers-Caterpillar-236D-58169288.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42832/Skid-Steers-Caterpillar-236D-58169290.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42832/Skid-Steers-Caterpillar-236D-58169292.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42832/Skid-Steers-Caterpillar-236D-58169294.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42832/Skid-Steers-Caterpillar-236D-58169296.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42832/Skid-Steers-Caterpillar-236D-58169298.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42832/Skid-Steers-Caterpillar-236D-58169300.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42832/Skid-Steers-Caterpillar-236D-58169301.jpg']"," Located in Russellville, AR, US",+1 855-481-2285
