Unique_id,Competitor_name,Product_name,Brand,Selling_price,Regular_price,Percentage_discount,Pdp_url,Features,Color,Product_description,Availability,Image
11202,lego,Bluey's Beach & Family Car Trip,lego,,24.99,,https://www.lego.com/en-gb/product/bluey-s-beach-family-car-trip-11202,"{'age': '4+', 'pieces': 133, 'points': 200, 'items': '11202'}",,"Bluey's Beach & Family Car Trip (11202) sees Bluey, Bingo and Mum pack the car for a fun-filled day at the beach. This interactive preschool toy for fans of the Bluey TV show is ideal for kids aged 4 and over, offering endless imaginative play and developing their creative and problem-solving skills. This LEGO® toy features the Bluey show’s iconic vehicle, with 2 surfboards attached to the top and a boot at the back to store the cool box in. The car’s flip-open roof gives kids easy access to the interior, where there are seats for the Bluey, Bingo and Chilli (Bluey’s mum) minifigures. Beach features to inspire imaginative play include an impressive sandcastle, a sand-mermaid tail which a minifigure can fit into, reclining chair, parasol and a palm tree. Accessories include a crab, an ice cream, sunglasses and sun cream. With a big Starter Brick to get the fun started quickly, and a colourful instruction booklet, LEGO sets for ages 4 and over are the ideal way for adults and kids to share the creative fun. Bluey beach-trip building kit – There’s a fun vehicle, interactive toys and lots of imaginative play for preschool kids in Bluey's Beach & Family Car Trip for boys and girls aged 4 and up Bluey toy for kids ages 4 and up – This LEGO® Bluey toy comes with 1 buildable model per bag, plus a large Starter Brick and simple instructions to make building fast and fun for little builders Interactive building toy for kids – This fun-packed playset features LEGO® minifigures, a toy vehicle and lots of hands-on activities for a fun day at the beach with Bluey, Bingo and Mum Imaginative play with Bluey on the beach – There’s a sandcastle, sand-mermaid tail (which a minifigure can fit into), reclining chair, beach umbrella, palm tree, crab, an ice cream, sunglasses and sunscreen Gift for Bluey fans – This seaside playset has oceans of play value for kids aged 4 and up who love toy vehicles and watch the preschool TV show Bluey Discover more Bluey fun – Check out other LEGO® Bluey toys (soldseparately), including age-appropriate sets for toddlers, preschoolers and kids aged 4 and up Build skills with Bluey – LEGO® Bluey sets inspire creative role play that kids will relate to, and support developmental milestones that parents will want to share Hands-on fun – The toy vehicle in this 133-piece set measures over 3 in. (8 cm) high, 4 in. (11 cm) long and 2 in. (5 cm) wide",Available now,https://www.lego.com/cdn/cs/set/assets/blt0a4271812c04aed9/11202_Prod.png?format=webply&fit=bounds&quality=70&width=528&height=528&dpr=1.5
10458,lego,Ice Cream Trip with Bluey,lego,,24.99,,https://www.lego.com/en-gb/product/ice-cream-trip-with-bluey-10458,"{'age': '2+', 'pieces': 22, 'points': 200, 'items': '10458'}",,"Immerse preschoolers in role-play fun with the Ice Cream Trip with Bluey toddler toy (10458). Preschoolers enjoy imaginative play as they go on a LEGO® DUPLO® adventure using this vehicle playset to recreate scenes from the Bluey TV show. This gift for toddlers brings hours of family fun. Toddlers drive the toy car – which fits both the Dad and Bluey figures – to get ice cream. This creative-play toy lets preschoolers act out the excitement of travelling somewhere special as well as the satisfaction of getting a treat. Toddlers learn to recognise numbers by choosing how many scoops they want and stacking the right number of bricks. They’ll develop colour-sorting skills by pairing the toy scoops with the flavours and practise their fine motor skills by attaching the ice cream to the cones. Through pretend play, LEGO DUPLO Bluey sets let preschoolers and their families not only act out fun everyday activities but also help them understand how these activities make them feel. Contains 22 pieces. Ice cream stand and vehicle playset inspired by the Bluey TV show – Transport preschoolers to the fun world of the Heeler family with the LEGO® DUPLO® Bluey Ice Cream Trip with Bluey toddler toy Packed with features for imaginative play – This interactive toy comes with Dad and Bluey figures, a drivable toy car, a credit card machine, 3 ice cream toy scoops, 2 cones and a menu Creative-play toy hones preschool skills – Toddlers use their creativity to reenact the Bluey “Ice Cream” episode, and their fine motor and color-sorting skills to stack the scoops onto the toy cones Learning toy recreates the real world – Toddlers explore feelings around relatable scenarios, imagining the excitement of going somewhere special and the satisfaction of receiving a delicious treat Gift for toddlers – This pretend-play toy makes a creative gift for toddlers aged 2 and up and preschool fans of the Bluey TV show Discover more Bluey fun – Check out the other LEGO® DUPLO® Bluey and LEGO® Bluey creative-play toys (sold separately), including age-appropriate sets for toddlers, preschoolers and kids aged 4 and up Boost family fun with Bluey – LEGO® DUPLO® Bluey adventure toys inspire creative pretend play that toddlers will relate to, and support the developmental milestones parents will want to share Dimensions – This 22-piece adventure toy includes an ice cream stand that measures over 5 in. (13 cm) high, 6 in. (15 cm) wide and 4 in. (10 cm) deep",Available now,https://www.lego.com/cdn/cs/set/assets/blt1ff20da0419cb6ac/10458_Prod.png?format=webply&fit=bounds&quality=70&width=528&height=528&dpr=1.5
10373,lego,Mini Bonsai Trees,lego,,54.99,,https://www.lego.com/en-gb/product/mini-bonsai-trees-10373,"{'age': '18+', 'pieces': 709, 'points': 440, 'items': '10373'}",,"Immerse yourself in the peace of nature with this LEGO® Botanicals Mini Bonsai Trees (10373) building set for adults, which offers a tranquil project for plant lovers. Relax and unwind as you build 3 graceful bonsai tree models: a ginkgo bonsai tree with yellow leaves, a black pine bonsai tree with green needles and a wisteria bonsai tree with hanging lilac flowers. Each mini tree has interchangeable foliage, so you can channel your inner bonsai artist and customise your creations by swapping their leaves. The set also includes 2 ornamental stands that allow the bonsai trees to be displayed at different heights and in different combinations, making them stunning decorative plants. A charming housewarming gift or Valentine’s Day gift for men, women and nature lovers, this LEGO bonsai tree trio will bring a touch of serenity to any room. Set contains 709 pieces. Bonsai tree kit – Build 3 trees that represent peace and balance with this LEGO® Botanicals Mini Bonsai Trees building set for adults, which offers an immersive project for nature lovers Tree decor – The building kit includes a ginkgo bonsai tree with yellow leaves, a black pine bonsai tree with green needles and a wisteria bonsai tree with hanging lilac flowers Customizable decor – The trees have interchangeable foliage, so you can have fun swapping leaves to create customized bonsai trees, for example decorating the wisteria trunk with ginkgo leaves Indoor plants – The set includes 2 ornamental stands that allow the bonsai trees to be displayed at different heights and in different combinations for bespoke decor Nature gift – Thebuilding kit makes a fun gift for plant lovers on special occasions, as well as a great housewarming gift or Valentine’s Day gift for men and women LEGO® Builder app – Digital instructions are available in the LEGO Builder app, where you can zoom androtate your LEGO bonsai trees in 3D and track your building progress Build more blooms – Combine these brick-built trees with other sets (sold separately) in the LEGO® Botanicals collection, where you’ll discover LEGO bouquets, bamboos and more Dimensions – The wisteria bonsai tree in this 709-piece set measures over 7 in. (19 cm) high, 5.5 in. (14 cm) wide and 4 in. (10 cm) deep","Pre-order this item today, it will ship from 1 August 2025",https://www.lego.com/cdn/cs/set/assets/blt2c4d86926d510d45/10373_Prod_en-gb.png?format=webply&fit=bounds&quality=70&width=528&height=528&dpr=1.5
10348,lego,Japanese Red Maple Bonsai Tree,lego,,54.99,,https://www.lego.com/en-gb/product/japanese-red-maple-bonsai-tree-10348,"{'age': '18+', 'pieces': 474, 'points': 440, 'items': '10348'}",,"Welcome tranquility into your home with the LEGO® Botanicals Japanese Red Maple Bonsai Tree (10348) building kit for adults. Flourishing with stunning details, this nature-inspired set becomes gorgeous plant decor that will never wilt or need to be watered. Capturing the beauty and vibrancy of real red maple bonsai trees, this LEGO plant has red and orange leaves and sits in a dark green plant pot. Relax and unwind as you create the plant before displaying it proudly as home decor or office decor that will bring a touch of calm and serenity wherever it’s placed. Symbols of peace and balance, red maple bonsai trees are believed to bring good luck and prosperity, making this immersive project a great gift for plant lovers. It’s also a thoughtful housewarming gift, Valentine’s Day gift, Mother’s Day gift, Father’s Day gift or birthday gift for women, men and nature fans. Set contains 474 pieces. LEGO® bonsai tree – Relax and unwind with the LEGO Botanicals Japanese Red Maple Bonsai Tree building kit for adults, which is packed with authentic details Fall colors – Capturing the vibrancy of nature, the LEGO® tree features red- and amber-colored leaves and sits in a dark green plant pot for easy display Nature-inspired project – The set provides an immersive project for nature or plant lovers, who will enjoy building the LEGO® plant and marveling at its lifelike appearance Plant decor – Bring a touch of tranquility to your living or working space by using the tree as home or office decor that will never wilt or need to be watered Tree gift – This LEGO® building set for adults makes a great housewarming gift, Valentine’s Day gift or birthday gift for men, women and plant lovers Build more blooms – This brick-built plant can be combined with other sets (sold separately) in the LEGO® Botanicals collection, which includes other trees and LEGO flowers LEGO® Builder app – Thisset includes printed and digital versions of the building instructions for an immersive building experience Dimensions – The set includes 474 pieces and measures over 9.5 in. (24 cm) high, 8.5 in. (22 cm) wide and 10 in. (26 cm) deep",Available now,https://www.lego.com/cdn/cs/set/assets/bltd4a3e6e4bf1b680c/10348_Prod_en-gb.png?format=webply&fit=bounds&quality=70&width=528&height=528&dpr=1.5
10343,lego,Mini Orchid,lego,,24.99,,https://www.lego.com/en-gb/product/mini-orchid-10343,"{'age': '18+', 'pieces': 274, 'points': 200, 'items': '10343'}",,"Let creativity blossom with the LEGO® Mini Orchid (10343) building kit for adults. A gorgeous decorative plant gift for women, men and flower fans, this orchid makes a stunning floral display that will never need to be watered. The lifelike replica features 5 orchid flowers in bloom and a few in bud, as well as leaves for extra authenticity. It also comes with a light terracotta flowerpot that sits on a beautiful wood-effect plinth, making it easy for budding florists to display the LEGO flower proudly as beautiful home or office decor to bring the tranquility of nature into any living or working space. Part of a classic quartet of beautiful plants known as the Four Gentlemen in traditional art, the orchid represents the season of spring and is believed to symbolize new beginnings, making this adult LEGO set a thoughtful housewarming gift, birthday gift or a kind gesture on special occasions. Floral display – Let creativity blossom with the LEGO® Botanicals Mini Orchid building kit for adults, which lets budding florists create and display a LEGO flower Authentic details – The nature-inspired building set includes 5 peach blooms, a few buds and green leaves for a lifelike look, as well as a light terracotta flowerpot with a wood-effect plinth A meaningful plant – The orchid represents the season of spring, and in traditional art it is believed to represent new beginnings LEGO® decor – Once complete, the LEGO flower set becomes a piece of nature-themed home or office decor Plant gift – The building set makes a gift for women, men and nature-lovers and can be given as a housewarming gift, birthday gift, Mother’s Day gift or Father’s Day gift LEGO® Builder app – This set includes printed and digital versions of the building instructions for an immersive building experience Build more blooms – This LEGO® Botanicals collection flower is part of the Four Gentlemen series, which represents the 4 seasons, with sets (sold separately) designed to be displayed together Dimensions – The LEGO® orchid has 274 pieces and stands over 10 in. (25 cm) tall",Available now,https://www.lego.com/cdn/cs/set/assets/bltade30768c791af76/10343_Prod.png?format=webply&fit=bounds&quality=70&width=528&height=528&dpr=1.5
10342,lego,Pretty Pink Flower Bouquet,lego,,54.99,,https://www.lego.com/en-gb/product/pretty-pink-flower-bouquet-10342,"{'age': '18+', 'pieces': 749, 'points': 440, 'items': '10342'}",,"Cultivate creativity with the LEGO® Botanicals Pretty Pink Flower Bouquet (10342) building kit for adults. Bursting with authentic blooms and lovely colors that will never fade, this LEGO flower decor set is a delightful gift for women, men and nature-lovers. Budding florists can relax and unwind as they build the bouquet, which consists of 15 LEGO flower stems, including daisies, cornflowers, eucalyptus, elderflowers, roses, ranunculus, cymbidium orchids, a waterlily dahlia and a campanula. All the stems are adjustable, encouraging builders to arrange a bespoke bouquet that they can use as floral home or office decor. For added customization, the flowers can be arranged with other LEGO bouquets, sold separately, to create a larger, unique floral display. A thoughtful Mother’s Day gift, Valentine’s Day gift or housewarming gift, these customizable LEGO flowers are sure to be treasured forever by loved ones. Flower decor – Let creativity bloom with the LEGO® Botanicals Pretty Pink Flower Bouquet, a nature-inspired home decor DIY building kit for adults LEGO® flowers – The set features 15 buildable flower stems, including daisies, cornflowers, eucalyptus, elderflowers, roses, ranunculus, cymbidium orchids, a campanula and a waterlily dahlia Arrange the bouquet – Each LEGO® flower has an adjustable stem, encouraging builders to create a bespoke bouquet by arranging and rearranging their creation LEGO® decor – Once complete, the LEGO flower set becomes a piece of colorful home or office decor that can be displayed in a vase, which is not included Nature gift – The flowers make a lovely gift for women, men and flower-lovers and can be given as a Valentine’s Day gift, Mother’s Day gift or housewarming gift LEGO® Builder app – This set includes printed and digital versions of the building instructions for an immersive building experience Build more blooms – This brick-built bouquet can be combined with other sets (sold separately) in the LEGO® Botanicals collection Dimensions – The set includes 749 pieces and flower lengths vary but, as a guide, the cymbidium orchids stand over 12.5 in. (32 cm) tall",Available now,https://www.lego.com/cdn/cs/set/assets/blt1bcb187351a12753/10342_WEB_PRI_NOBG.png?format=webply&fit=bounds&quality=70&width=528&height=528&dpr=1.5
10328,lego,Bouquet of Roses,lego,,54.99,,https://www.lego.com/en-gb/product/bouquet-of-roses-10328,"{'age': '18+', 'pieces': 822, 'points': 440, 'items': '10328'}",,"Take time out with the LEGO® Botanicals Bouquet of Roses (10328) home decor building set for adults. Indulge in a mindful building project or treat a loved one to this timeless buildable bouquet – a perfect gift idea for Valentine’s Day or any other special occasion. A joy to build, this LEGO bouquet depicts a dozen red roses, including 4 in full bloom, 4 blooming and 4 in bud, with long green stems for vase display, plus 4 sprigs of baby’s breath with small white flowers. Easy to assemble, the bouquet makes an elegant display for any space and is combinable with other sets from the LEGO Botanical Collection. This set comes with 6 brick bags and separate instructions for the 3 flowering stages, making it perfect for solo or group construction. A digital version of the building instructions is available in the LEGO Builder app. Discover a space for relaxation with the inspiring range of LEGO creative building projects designed specifically for adults. Buildable home decor bouquet – Indulge yourself or join friends and family for a mindful project with the LEGO® Botanicals Bouquet of Roses building set for adults What’s in the box – This creative building set includes everything you need to craft a dozen red roses with long green stems, plus 4 sprigs of baby’s breath with small white flowers Blooming buds – The LEGO® Botanicals Bouquet of Roses building kit depicts roses captured at various stages of flowering, including 4 roses in full bloom, 4 blossoming and 4 in bud A faux flower display – Add a splash of color to your home or office with this zero-maintenance bouquet of roses Valentine’s Day gift idea – Celebrate a birthday or any special occasion, or surprise a loved one with a gift designed for adult fans of LEGO® building sets, home decor and flowers Build solo or with friends and family – This LEGO® Botanicals set comes with 6 brick bags and separate instructions for the 3 stages of flowering so it can be built as a solo or group project Part of the LEGO® Botanical Collection – Discover a space for relaxation with the wide range of LEGO construction sets designed specifically for adults Dimensions – The tallest rose in this 822-piece building set measures over 12 in. (31 cm) long",Available now,https://www.lego.com/cdn/cs/set/assets/blt08f4d88d801a4cf8/10328.png?format=webply&fit=bounds&quality=70&width=528&height=528&dpr=1.5
10311,lego,Orchid,lego,,44.99,,https://www.lego.com/en-gb/product/orchid-10311,"{'age': '18+', 'pieces': 608, 'points': 360, 'items': '10311'}",,"Enjoy a mindful building project and create a beautiful plant display for your home with this LEGO® Orchid (10311) model building project for adults. Take your time crafting all the details of the white and pink flowers and the vase. Inspired by a real orchid, the model has 5 leaves at the base and 2 wandering air roots to create an authentic display. Build the blue fluted vase and fill it with the brown LEGO elements to recreate the bark mix that a real orchid would grow in. Customize your display 
Pose your orchid in a variety of ways by rotating the stems, blooms, roots, and leaves of the model to achieve the perfect look. Or personalize your display by rebuilding the stems to create new combinations of flower arrangements. Building creativity, piece by piece 
Discover the space to be mindful and the time to relax with buildable models designed specifically for adults from the LEGO Botanical Collection.  Build your own orchid – Enjoy a rewarding building project as you create a plant display to enhance your home or office decor with this LEGO® Orchid 10311 building kit
  Customize your display – Rotate the model’s stems, blooms, roots and leaves to create your preferred look, and rebuild the stems to create new combinations of flower arrangements
  Inspired by a real orchid – The LEGO® designers have worked carefully to create a model that looks as close as possible to the real thing, with amazing attention to detail
  Enjoy the build – Relax and take your time with this building project. Whether it’s a treat for you or a gift for a plant lover, this LEGO® Orchid set is designed specifically for adult builders
  From the LEGO® Botanical Collection – This is part of a collection of building sets inspired by real-life plants and flowers and designed specifically for adults
  Spot the repurposed LEGO® elements – Hidden throughout are LEGO elements inspired by other sets, like the minifigure shields and dinosaur tails used to create the sepals and roots
  Dimensions – This buildable model measures over 15 in. (39 cm) high, 11.5 in. (30 cm) wide and 9.5 in. (24 cm) deep
  A project for adults – The LEGO® Orchid is part of a range of building sets designed for adult building fans who love stunning design and intricate details
  Quality materials – LEGO® building bricks are manufactured from high-quality materials. They’re consistent, compatible and connect and pull apart easily every time: it’s been that way since 1958
  Safety ensured – With LEGO® pieces, safety and quality come first. That’s why they’re rigorously tested so you can be sure that this collectible orchid model is robust",Available now,https://www.lego.com/cdn/cs/set/assets/blt08ea230311e717b8/10311.png?format=webply&fit=bounds&quality=70&width=528&height=528&dpr=1.5
10313,lego,Wildflower Bouquet,lego,,54.99,,https://www.lego.com/en-gb/product/wildflower-bouquet-10313,"{'age': '18+', 'pieces': 939, 'points': 440, 'items': '10313'}",,"Giving and receiving flowers is always joyful, and this LEGO® Botanicals Wildflower Bouquet (10313) puts a creative spin on a timeless gift. Why not celebrate the next special occasion by sending a loved one flowers that will never wither or need to be watered? Let creativity bloom 
Crafted entirely from intricate LEGO pieces, the Wildflower Bouquet features 8 species of wildflowers on adjustable stems. Budding florists and flower lovers can spend hours building and identifying the blooms inspired by cornflowers, lavender, Welsh poppies, cow parsley, leatherleaf ferns, gerbera daisies, larkspur and lupins. Once complete, these LEGO flowers can be displayed in a favorite vase to become an eye-catching piece of home decor that will plant seeds of joy in whichever room they’re placed. Plants from plants 
Part of the revolutionary LEGO Botanical Collection for adults, this set includes several elements made from a plant-based plastic produced using sustainably sourced sugarcane. Cultivate creativity – Build and display a lifelike LEGO® Botanicals Wildflower Bouquet (10313) with this immersive building project for adults. Please note, a vase is not included Enjoy flower arranging – The set features 16 individual stems that can be adjusted, allowing you to tailor the height of the flowers and experiment with different arrangements Let your decor bloom – Once complete, this bouquet can be displayed in your own vase as a piece of home decor A gift for flower lovers –Florists and flower lovers can cultivate their own LEGO® Botanicals Wildflower Bouquet Make a bigger bouquet – This building set can be combined with the LEGO® Botanicals Flower Bouquet (10280) to create one large bouquet or 2 different bouquets Dimensions – The stems come in a variety of lengths. As a guide, the ‘larkspur’, with its straight stem, measures over 18 in. (47 cm) tall Plants from plants – This set is part of the LEGO® Botanical Collection, which includes elements of plant-based plastic that’s made using sustainably sourced sugarcane Digital building instructions – The LEGO® Builder app features a digital version of the building instructions included with this set A high-quality project – LEGO® building bricks meet high industry standards; they’ve been consistent, compatible and easy to connect for over 60 years Safety ensured – LEGO® bricks and pieces have been rigorously tested to meet stringent global safety and quality standards, so you know you’re in safe hands",Available now,https://www.lego.com/cdn/cs/set/assets/bltc4a6c2103a34f22e/10313_alt2.png?format=webply&fit=bounds&quality=70&width=528&height=528&dpr=1.5
10281,lego,Bonsai Tree,lego,,44.99,,https://www.lego.com/en-gb/product/bonsai-tree-10281,"{'age': '18+', 'pieces': 878, 'points': 360, 'items': '10281'}",,"The art of bonsai has captured the imaginations of tree lovers for centuries. Now you can celebrate this ancient art with the LEGO® Bonsai Tree model building kit. Enjoy a sense of calm as you carefully shape the bonsai tree model with either green leaves or pink cherry blossoms. When you're ready for a change, it's easy to swap the colored crowns to create a totally new look. Take a closer look at the pink blooms – do you see the tiny frogs that make up each blossom flower? A beautiful display piece 
The LEGO Bonsai Tree model comes with a rectangular pot and a slatted wood-effect LEGO stand, creating a pretty display piece to take pride of place in any home or office. Whether it’s a birthday gift for a loved one or a treat for you, this set is sure to capture the imagination with its beauty. Part of the LEGO Botanical Collection for adults, it includes leaf elements made from a plant-based plastic, produced using sustainably sourced sugarcane. The LEGO® Bonsai Tree 10281 model building kit is a unique gift or mindful project for anyone who loves bonsai trees, plants or building creatively with LEGO pieces. Includes interchangeable pieces so you can style the bonsai tree model with classic green leaves or vibrant pink cherry blossom blooms. Check out the sweet frog design hidden in the pink blossom. With a rectangular pot and a slatted LEGO® wood-effect stand, it's easy to display the elegant tree once built. This LEGO® Bonsai Tree is ideal for adults who love interesting LEGO building projects. It also makes a great birthday present or anytime gift for bonsai lovers or those who enjoy creative projects. Measures over 7 in. (18 cm) high, 8.5 in. (21 cm) long and 7.5 in. (20 cm) wide. Both sets of leaves can be custom arranged, making each display unique. Swap the colors as the seasons change to create an eye-catching feature for the home or office. LEGO® fans will love discovering a completely new way to build as they explore the unexpected shapes and colors in this Bonsai Tree building set. The LEGO® Bonsai Tree is part of the LEGO Botanical Collection. This revolutionary collection uses several elements made from a plant-based plastic, produced using sustainably sourced sugarcane. LEGO® components meet strict industry standards to ensure they are consistent, compatible and connect and pull apart reliably every time – it's been that way since 1958. LEGO® components are dropped, heated,crushed, twisted and analyzed to make sure they meet high global safety standards.",Available now,https://www.lego.com/cdn/cs/set/assets/blt4fa1e0206e541309/10281_Prod.png?format=webply&fit=bounds&quality=70&width=528&height=528&dpr=1.5
10347,lego,Petite Sunny Bouquet,lego,,24.99,,https://www.lego.com/en-gb/product/petite-sunny-bouquet-10347,"{'age': '9+', 'pieces': 373, 'points': 200, 'items': '10347'}",,"Let kids’ creativity bloom with the LEGO® Botanicals Petite Sunny Bouquet (10347) building set for girls and boys aged 9 and up. Blooming with mood-boosting pastel shades and authentic details, the bouquet becomes a piece of flower decor that can be treasured forever. Budding florists of all ages will have lots of fun building the bouquet, which is filled with a variety of LEGO spring flowers, including Billy buttons, bluebells, Cleopatra ferns, yellow yarrow, a pink gerbera, a peony and a tulip, before using the adjustable stems to create a bespoke floral display. Once they’ve finished building and customizing the bouquet, kids and adults can display it proudly in their bedrooms or use it as desk decor. Plant joy by giving this nature-inspired building kit as a birthday or anytime gift for girls, boys and adult flower lovers. Build Together with friends and family – the LEGO Builder app offers a fun and collaborative experience when building this set. Flower decor – Grow kids’ creativity with the LEGO® Botanicals Petite Sunny Bouquet, a building kit for girls and boys aged 9 and up LEGO® flowers – The bouquet blooms with 6 species of spring flowers in pastel shades, including Billy buttons, bluebells, Cleopatra ferns, yellow yarrows, a gerbera, a peony and a tulip Adjustable stems – Features adjustable stems that encourage builders to get creative and customize their own bouquet LEGO® decor – Once the spring bouquet has been built, it can be displayed proudly as home or office decor Flower gift – The building kit is a nature-inspired birthday gift or treat toy for girls, boys and budding florists of all ages Build more blooms – This brick-built bouquet can be combined with other sets (sold separately) in the LEGO® Botanicals collection Build Together with friends and family – The LEGO® Builder app offers a fun and collaborative experience where you can share the fun of LEGO building Dimensions – The bouquet building set includes 373 pieces and dimensions vary, but one arrangement measures over 8.5 in. (22 cm) high, 3 in. (8 cm) wide and 2 in. (5 cm) and deep",Available now,https://www.lego.com/cdn/cs/set/assets/blt3e93aaf180737b50/10347_WEB_SEC01_NOBG.png?format=webply&fit=bounds&quality=70&width=528&height=528&dpr=1.5
10329,lego,Tiny Plants,lego,,44.99,,https://www.lego.com/en-gb/product/tiny-plants-10329,"{'age': '18+', 'pieces': 758, 'points': 360, 'items': '10329'}",,"Create an elegant, zero-maintenance floral display with this home decor building set for adults. The LEGO® Botanicals Tiny Plants (10329) building project features flora based on arid, tropical and carnivorous species, each nestled in a buildable, terracotta-coloured container. Enjoy time out crafting each of the 9 plants before displaying them in your home or office. This set makes a great gift for plant-lovers and is the perfect project to enjoy with friends and family. Suitable for both new and advanced builders, it includes different models for easy, medium, and advanced levels of building complexity. The LEGO Builder app features a digital version of the building instructions included with this set. Discover a space for relaxation with buildable models from the LEGO Botanical Collection, part of the inspiring range of LEGO building sets designed specifically for adults. Home decor building set for adults – Take time out or join friends and family for a relaxing building experience with the LEGO® Botanicals Tiny Plants building set
  Creative building for plant-lovers – This set includes all you need to craft 9 plants based on arid, tropical and carnivorous species, each nestled in a buildable, terracotta-coloured plant pot
  LEGO® Botanicals set for new and experienced builders – Choose different models for easy, medium and advanced levels of building complexity
  Easy-care decor for the home or office – Add a self-sufficient splash of colour to any space with this buildable, zero-maintenance floral display
  A mindful gift idea – The LEGO® Botanicals Tiny Plants building set makes a great birthday or any-day gift idea for adult fans of LEGO building sets and flora
  Includes digital building instructions – The LEGO® Builder app features a digital version of the building instructions included with this set
  Plants from plants – This set is part of the LEGO® Botanical Collection, which includes elements of plant-based plastic that’s made using sustainably sourced sugar cane
  Dimensions – The tallest plant in this 758-piece building set (including its container), measures over 16 cm (6.5 in.) high, 10 cm (4 in.) wide and 6 cm (2.5 in.) deep",Available now,https://www.lego.com/cdn/cs/set/assets/bltb2f845ffd52a25b0/10329.png?format=webply&fit=bounds&quality=70&width=528&height=528&dpr=1.5
10369,lego,Plum Blossom,lego,,24.99,,https://www.lego.com/en-gb/product/plum-blossom-10369,"{'age': '18+', 'pieces': 327, 'points': 200, 'items': '10369'}",,"Take time out with the LEGO® Botanicals Plum Blossom (10369) flower decor building set for adults. The plum blossom is a popular motif in traditional art, often portrayed in ink-and-wash paintings as part of a classic quartet of beautiful plants known as the Four Gentlemen. Indulge in a mindful building project or treat a loved one to this timeless floral display – a perfect gift idea for any occasion. This detailed replica captures the elegance of the iconic winter plant with its woody stem and vivid red-and-magenta flowers. Set in a pastel-blue flowerpot with a golden band and wood-effect plinth, it is easy to assemble, delivers a rewarding building experience and makes a beautiful, easy-care flower display for the home and office. Discover a space for relaxation with buildable models from the LEGO Botanical Collection, part of the inspiring range of LEGO building sets designed for adults. A digital version of the building instructions is available in the LEGO Builder app.  Flower decor building set for adults – Take time out or join friends and family for a relaxing building experience with the LEGO® Botanicals Plum Blossom flower building project
  Creative building for plant-lovers – This creative building set includes everything you need to craft a plum blossom flower and a pastel-blue pot with a golden band and wood-effect plinth
  Detailed LEGO® flower set for new and experienced builders – This LEGO interpretation of a plum blossom plant comes with an elegant woody stem and vivid red-and-magenta flowers
  Easy-care flower display for the home or office – Add a self-sufficient splash of colour to any space with this buildable, zero-maintenance floral display
  A mindful home decor gift idea – The LEGO® Botanicals Plum Blossom building set makes a great birthday or any-day gift idea for adult fans of LEGO building sets and flora
  Includes digital building instructions – The LEGO® Builder app features a digital version of the building instructions included with this set
  Part of the LEGO® Botanical Collection – Discover a space for relaxation with the wide range of LEGO construction sets designed specifically for adults
  Dimensions –The plum blossom flower, including the plant pot and plinth in this 327-piece building set, measures over 34 cm (13.5 in.) high, 17 cm (6.5 in.) wide and 9 cm (3.5 in.) deep",Available now,https://www.lego.com/cdn/cs/set/assets/bltd6f8360aaf62c494/10369_Prod.png?format=webply&fit=bounds&quality=70&width=528&height=528&dpr=1.5
10344,lego,Lucky Bamboo,lego,,24.99,,https://www.lego.com/en-gb/product/lucky-bamboo-10344,"{'age': '18+', 'pieces': 325, 'points': 200, 'items': '10344'}",,"Grow creativity with the LEGO® Botanicals Lucky Bamboo (10344) building kit for adults. Blooming with details, the DIY building set gives nature-lovers the chance to build a piece of plant decor that represents tranquility and good fortune. Capturing the serenity of nature, the authentically detailed decorative plant includes 3 green bamboo stems and pebbles and sits in a plant pot with a wood-effect plinth. Once complete, the bamboo plant becomes a gorgeous piece of home or office decor that can be cherished forever. For a larger floral display, place it among real plants or alongside other builds (sold separately) from the LEGO Botanicals collection. Part of a classic quartet of beautiful plants known as the Four Gentlemen in traditional art, the bamboo plant represents the season of summer and is thought to bring good luck, making this adult building set a thoughtful gift on special occasions. Delight loved ones by giving it as a birthday gift, housewarming gift or Father’s Day gift. Buildable plant decor – Enjoy a nature-inspired mindfulness project with the LEGO® Botanicals Lucky Bamboo DIY building kit for adults Authentic details – The LEGO® bamboo plant includes a pot with a wood-effect plinth, pebbles and 3 green bamboo stems with leaves for a lifelike appearance Lucky plant – Representing the season of summer in traditional art, the bamboo plant is believed to bring good fortune to its owners Maintenance-free plant decor – Once complete, the LEGO® plant becomes a piece of home or office decor that will add a touch of tranquility to any room LEGO® Builder app – This set includes printed and digital versions of the building instructions for an immersive building experience Nature gift – Give the plant as a Valentine’s Day gift, Mother’s Day gift, Father’s Day gift, graduation gift or housewarming gift for men, women and plant-lovers Build more plants – This LEGO® bamboo can be displayed alongside other sets (sold separately) in the LEGO Botanicals collection Dimensions – The brick-built bamboo plant has 325 pieces and stands over 11 in. (29 cm) tall",Available now,https://www.lego.com/cdn/cs/set/assets/blt5186ea8ea23f07aa/10344_Prod.png?format=webply&fit=bounds&quality=70&width=528&height=528&dpr=1.5
